,,,,rank,,,,,,
432,茨城県,かすみがうら市,47524,656,3.495117748,,,,,
433,茨城県,桜川市,47524,656,3.495117748,,,,,
434,茨城県,神栖市,47524,656,3.495117748,,,,,
435,茨城県,行方市,47524,656,3.495117748,,,,,
436,茨城県,鉾田市,47524,656,3.495117748,,,,,
437,茨城県,つくばみらい市,47524,656,3.495117748,,,,,
438,茨城県,小美玉市,47524,656,3.495117748,,,,,
439,茨城県,茨城町,47524,656,3.495117748,,,,,
440,茨城県,大洗町,47524,656,3.495117748,,,,,
441,茨城県,城里町,47524,656,3.495117748,,,,,
442,茨城県,東海村,47524,656,3.495117748,,,,,
443,茨城県,大子町,47524,656,3.495117748,,,,,
444,茨城県,美浦村,47524,656,3.495117748,,,,,
445,茨城県,阿見町,47524,656,3.495117748,,,,,
446,茨城県,河内町,47524,656,3.495117748,,,,,
447,茨城県,八千代町,47524,656,3.495117748,,,,,
448,茨城県,五霞町,47524,656,3.495117748,,,,,
449,茨城県,境町,47524,656,3.495117748,,,,,
450,茨城県,利根町,47524,656,3.495117748,,,,,
451,栃木県,宇都宮市,46642,729,3.327398047,,,,,
452,栃木県,足利市,46642,729,3.327398047,,,,,
453,栃木県,栃木市,46642,729,3.327398047,,,,,
454,栃木県,佐野市,46642,729,3.327398047,,,,,
455,栃木県,鹿沼市,46642,729,3.327398047,,,,,
456,栃木県,日光市,46642,729,3.327398047,,,,,
457,栃木県,小山市,46642,729,3.327398047,,,,,
458,栃木県,真岡市,46642,729,3.327398047,,,,,
459,栃木県,大田原市,46642,729,3.327398047,,,,,
460,栃木県,矢板市,46642,729,3.327398047,,,,,
461,栃木県,那須塩原市,46642,729,3.327398047,,,,,
462,栃木県,さくら市,46642,729,3.327398047,,,,,
463,栃木県,那須烏山市,46642,729,3.327398047,,,,,
464,栃木県,下野市,46642,729,3.327398047,,,,,
465,栃木県,上三川町,46642,729,3.327398047,,,,,
466,栃木県,益子町,46642,729,3.327398047,,,,,
467,栃木県,茂木町,46642,729,3.327398047,,,,,
468,栃木県,市貝町,46642,729,3.327398047,,,,,
469,栃木県,芳賀町,46642,729,3.327398047,,,,,
470,栃木県,壬生町,46642,729,3.327398047,,,,,
471,栃木県,野木町,46642,729,3.327398047,,,,,
472,栃木県,塩谷町,46642,729,3.327398047,,,,,
473,栃木県,高根沢町,46642,729,3.327398047,,,,,
474,栃木県,那須町,46642,729,3.327398047,,,,,
475,栃木県,那珂川町,46642,729,3.327398047,,,,,
476,群馬県,前橋市,44268,1277,2.068351522,,,,,
477,群馬県,高崎市,44268,1277,2.068351522,,,,,
478,群馬県,桐生市,44268,1277,2.068351522,,,,,
479,群馬県,伊勢崎市,44268,1277,2.068351522,,,,,
480,群馬県,太田市,44268,1277,2.068351522,,,,,
481,群馬県,沼田市,44268,1277,2.068351522,,,,,
482,群馬県,館林市,44268,1277,2.068351522,,,,,
483,群馬県,渋川市,44268,1277,2.068351522,,,,,
484,群馬県,藤岡市,44268,1277,2.068351522,,,,,
485,群馬県,富岡市,44268,1277,2.068351522,,,,,
486,群馬県,安中市,44268,1277,2.068351522,,,,,
487,群馬県,みどり市,44268,1277,2.068351522,,,,,
488,群馬県,榛東村,44268,1277,2.068351522,,,,,
489,群馬県,吉岡町,44268,1277,2.068351522,,,,,
490,群馬県,上野村,44268,1277,2.068351522,,,,,
491,群馬県,神流町,44268,1277,2.068351522,,,,,
492,群馬県,下仁田町,44268,1277,2.068351522,,,,,
493,群馬県,南牧村,44268,1277,2.068351522,,,,,
494,群馬県,甘楽町,44268,1277,2.068351522,,,,,
495,群馬県,中之条町,44268,1277,2.068351522,,,,,
496,群馬県,長野原町,44268,1277,2.068351522,,,,,
497,群馬県,嬬恋村,44268,1277,2.068351522,,,,,
498,群馬県,草津町,44268,1277,2.068351522,,,,,
499,群馬県,高山村,44268,1277,2.068351522,,,,,
500,群馬県,東吾妻町,44268,1277,2.068351522,,,,,
501,群馬県,片品村,44268,1277,2.068351522,,,,,
502,群馬県,川場村,44268,1277,2.068351522,,,,,
503,群馬県,昭和村,44268,1277,2.068351522,,,,,
504,群馬県,みなかみ町,44268,1277,2.068351522,,,,,
505,群馬県,玉村町,44268,1277,2.068351522,,,,,
506,群馬県,板倉町,44268,1277,2.068351522,,,,,
507,群馬県,明和町,44268,1277,2.068351522,,,,,
508,群馬県,千代田町,44268,1277,2.068351522,,,,,
509,群馬県,大泉町,44268,1277,2.068351522,,,,,
510,群馬県,邑楽町,44268,1277,2.068351522,,,,,
511,埼玉県,さいたま市,62265,96,4.781734635,,,,,
512,埼玉県,川越市,62265,96,4.781734635,,,,,
513,埼玉県,熊谷市,62265,96,4.781734635,,,,,
514,埼玉県,川口市,62265,96,4.781734635,,,,,
515,埼玉県,行田市,62265,96,4.781734635,,,,,
516,埼玉県,秩父市,62265,96,4.781734635,,,,,
517,埼玉県,所沢市,62265,96,4.781734635,,,,,
518,埼玉県,飯能市,62265,96,4.781734635,,,,,
519,埼玉県,加須市,62265,96,4.781734635,,,,,
520,埼玉県,本庄市,62265,96,4.781734635,,,,,
521,埼玉県,東松山市,62265,96,4.781734635,,,,,
522,埼玉県,春日部市,62265,96,4.781734635,,,,,
523,埼玉県,狭山市,62265,96,4.781734635,,,,,
524,埼玉県,羽生市,62265,96,4.781734635,,,,,
525,埼玉県,鴻巣市,62265,96,4.781734635,,,,,
526,埼玉県,深谷市,62265,96,4.781734635,,,,,
527,埼玉県,上尾市,62265,96,4.781734635,,,,,
528,埼玉県,草加市,62265,96,4.781734635,,,,,
529,埼玉県,越谷市,62265,96,4.781734635,,,,,
530,埼玉県,蕨市,62265,96,4.781734635,,,,,
531,埼玉県,戸田市,62265,96,4.781734635,,,,,
532,埼玉県,入間市,62265,96,4.781734635,,,,,
533,埼玉県,朝霞市,62265,96,4.781734635,,,,,
534,埼玉県,志木市,62265,96,4.781734635,,,,,
535,埼玉県,和光市,62265,96,4.781734635,,,,,
536,埼玉県,新座市,62265,96,4.781734635,,,,,
537,埼玉県,桶川市,62265,96,4.781734635,,,,,
538,埼玉県,久喜市,62265,96,4.781734635,,,,,
539,埼玉県,北本市,62265,96,4.781734635,,,,,
540,埼玉県,八潮市,62265,96,4.781734635,,,,,
541,埼玉県,富士見市,62265,96,4.781734635,,,,,
542,埼玉県,三郷市,62265,96,4.781734635,,,,,
543,埼玉県,蓮田市,62265,96,4.781734635,,,,,
544,埼玉県,坂戸市,62265,96,4.781734635,,,,,
545,埼玉県,幸手市,62265,96,4.781734635,,,,,
546,埼玉県,鶴ヶ島市,62265,96,4.781734635,,,,,
547,埼玉県,日高市,62265,96,4.781734635,,,,,
548,埼玉県,吉川市,62265,96,4.781734635,,,,,
549,埼玉県,ふじみ野市,62265,96,4.781734635,,,,,
550,埼玉県,白岡市,62265,96,4.781734635,,,,,
551,埼玉県,伊奈町,62265,96,4.781734635,,,,,
552,埼玉県,三芳町,62265,96,4.781734635,,,,,
553,埼玉県,毛呂山町,62265,96,4.781734635,,,,,
554,埼玉県,越生町,62265,96,4.781734635,,,,,
555,埼玉県,滑川町,62265,96,4.781734635,,,,,
556,埼玉県,嵐山町,62265,96,4.781734635,,,,,
557,埼玉県,小川町,62265,96,4.781734635,,,,,
558,埼玉県,川島町,62265,96,4.781734635,,,,,
559,埼玉県,吉見町,62265,96,4.781734635,,,,,
560,埼玉県,鳩山町,62265,96,4.781734635,,,,,
561,埼玉県,ときがわ町,62265,96,4.781734635,,,,,
562,埼玉県,横瀬町,62265,96,4.781734635,,,,,
563,埼玉県,皆野町,62265,96,4.781734635,,,,,
564,埼玉県,長瀞町,62265,96,4.781734635,,,,,
565,埼玉県,小鹿野町,62265,96,4.781734635,,,,,
566,埼玉県,東秩父村,62265,96,4.781734635,,,,,
567,埼玉県,美里町,62265,96,4.781734635,,,,,
568,埼玉県,神川町,62265,96,4.781734635,,,,,
569,埼玉県,上里町,62265,96,4.781734635,,,,,
570,埼玉県,寄居町,62265,96,4.781734635,,,,,
571,埼玉県,宮代町,62265,96,4.781734635,,,,,
572,埼玉県,杉戸町,62265,96,4.781734635,,,,,
573,埼玉県,松伏町,62265,96,4.781734635,,,,,
574,千葉県,千葉市,61372,159,4.636990235,,,,,
575,千葉県,銚子市,61372,159,4.636990235,,,,,
576,千葉県,市川市,61372,159,4.636990235,,,,,
577,千葉県,船橋市,61372,159,4.636990235,,,,,
578,千葉県,館山市,61372,159,4.636990235,,,,,
579,千葉県,木更津市,61372,159,4.636990235,,,,,
580,千葉県,松戸市,61372,159,4.636990235,,,,,
581,千葉県,野田市,61372,159,4.636990235,,,,,
582,千葉県,茂原市,61372,159,4.636990235,,,,,
583,千葉県,成田市,61372,159,4.636990235,,,,,
584,千葉県,佐倉市,61372,159,4.636990235,,,,,
585,千葉県,東金市,61372,159,4.636990235,,,,,
586,千葉県,旭市,61372,159,4.636990235,,,,,
587,千葉県,習志野市,61372,159,4.636990235,,,,,
588,千葉県,柏市,61372,159,4.636990235,,,,,
589,千葉県,勝浦市,61372,159,4.636990235,,,,,
590,千葉県,市原市,61372,159,4.636990235,,,,,
591,千葉県,流山市,61372,159,4.636990235,,,,,
592,千葉県,八千代市,61372,159,4.636990235,,,,,
593,千葉県,我孫子市,61372,159,4.636990235,,,,,
594,千葉県,鴨川市,61372,159,4.636990235,,,,,
595,千葉県,鎌ケ谷市,61372,159,4.636990235,,,,,
596,千葉県,君津市,61372,159,4.636990235,,,,,
597,千葉県,富津市,61372,159,4.636990235,,,,,
598,千葉県,浦安市,61372,159,4.636990235,,,,,
599,千葉県,四街道市,61372,159,4.636990235,,,,,
600,千葉県,袖ケ浦市,61372,159,4.636990235,,,,,
601,千葉県,八街市,61372,159,4.636990235,,,,,
602,千葉県,印西市,61372,159,4.636990235,,,,,
603,千葉県,白井市,61372,159,4.636990235,,,,,
604,千葉県,富里市,61372,159,4.636990235,,,,,
605,千葉県,南房総市,61372,159,4.636990235,,,,,
606,千葉県,匝瑳市,61372,159,4.636990235,,,,,
607,千葉県,香取市,61372,159,4.636990235,,,,,
608,千葉県,山武市,61372,159,4.636990235,,,,,
609,千葉県,いすみ市,61372,159,4.636990235,,,,,
610,千葉県,大網白里市,61372,159,4.636990235,,,,,
611,千葉県,酒々井町,61372,159,4.636990235,,,,,
612,千葉県,栄町,61372,159,4.636990235,,,,,
613,千葉県,神崎町,61372,159,4.636990235,,,,,
614,千葉県,多古町,61372,159,4.636990235,,,,,
615,千葉県,東庄町,61372,159,4.636990235,,,,,
616,千葉県,九十九里町,61372,159,4.636990235,,,,,
617,千葉県,芝山町,61372,159,4.636990235,,,,,
618,千葉県,横芝光町,61372,159,4.636990235,,,,,
619,千葉県,一宮町,61372,159,4.636990235,,,,,
620,千葉県,睦沢町,61372,159,4.636990235,,,,,
621,千葉県,長生村,61372,159,4.636990235,,,,,
622,千葉県,白子町,61372,159,4.636990235,,,,,
623,千葉県,長柄町,61372,159,4.636990235,,,,,
624,千葉県,長南町,61372,159,4.636990235,,,,,
625,千葉県,大多喜町,61372,159,4.636990235,,,,,
626,千葉県,御宿町,61372,159,4.636990235,,,,,
627,千葉県,鋸南町,61372,159,4.636990235,,,,,
628,東京都,千代田区,87126,1,5,,,,,
629,東京都,中央区,87126,1,5,,,,,
630,東京都,港区,87126,1,5,,,,,
631,東京都,新宿区,87126,1,5,,,,,
632,東京都,文京区,87126,1,5,,,,,
633,東京都,台東区,87126,1,5,,,,,
634,東京都,墨田区,87126,1,5,,,,,
635,東京都,江東区,87126,1,5,,,,,
636,東京都,品川区,87126,1,5,,,,,
637,東京都,目黒区,87126,1,5,,,,,
638,東京都,大田区,87126,1,5,,,,,
639,東京都,世田谷区,87126,1,5,,,,,
640,東京都,渋谷区,87126,1,5,,,,,
641,東京都,中野区,87126,1,5,,,,,
642,東京都,杉並区,87126,1,5,,,,,
643,東京都,豊島区,87126,1,5,,,,,
644,東京都,北区,87126,1,5,,,,,
645,東京都,荒川区,87126,1,5,,,,,
646,東京都,板橋区,87126,1,5,,,,,
647,東京都,練馬区,87126,1,5,,,,,
648,東京都,足立区,87126,1,5,,,,,
649,東京都,葛飾区,87126,1,5,,,,,
650,東京都,江戸川区,87126,1,5,,,,,
651,東京都,八王子市,87126,1,5,,,,,
652,東京都,立川市,87126,1,5,,,,,
653,東京都,武蔵野市,87126,1,5,,,,,
654,東京都,三鷹市,87126,1,5,,,,,
655,東京都,青梅市,87126,1,5,,,,,
656,東京都,府中市,87126,1,5,,,,,
657,東京都,昭島市,87126,1,5,,,,,
658,東京都,調布市,87126,1,5,,,,,
659,東京都,町田市,87126,1,5,,,,,
660,東京都,小金井市,87126,1,5,,,,,
661,東京都,小平市,87126,1,5,,,,,
662,東京都,日野市,87126,1,5,,,,,
663,東京都,東村山市,87126,1,5,,,,,
664,東京都,国分寺市,87126,1,5,,,,,
665,東京都,国立市,87126,1,5,,,,,
666,東京都,福生市,87126,1,5,,,,,
667,東京都,狛江市,87126,1,5,,,,,
668,東京都,東大和市,87126,1,5,,,,,
669,東京都,清瀬市,87126,1,5,,,,,
670,東京都,東久留米市,87126,1,5,,,,,
671,東京都,武蔵村山市,87126,1,5,,,,,
672,東京都,多摩市,87126,1,5,,,,,
673,東京都,稲城市,87126,1,5,,,,,
674,東京都,羽村市,87126,1,5,,,,,
675,東京都,あきる野市,87126,1,5,,,,,
676,東京都,西東京市,87126,1,5,,,,,
677,東京都,瑞穂町,87126,1,5,,,,,
678,東京都,日の出町,87126,1,5,,,,,
679,東京都,檜原村,87126,1,5,,,,,
680,東京都,奥多摩町,87126,1,5,,,,,
681,東京都,大島町,87126,1,5,,,,,
682,東京都,利島村,87126,1,5,,,,,
683,東京都,新島村,87126,1,5,,,,,
684,東京都,神津島村,87126,1,5,,,,,
685,東京都,三宅村,87126,1,5,,,,,
686,東京都,御蔵島村,87126,1,5,,,,,
687,東京都,八丈町,87126,1,5,,,,,
688,東京都,青ヶ島村,87126,1,5,,,,,
689,東京都,小笠原村,87126,1,5,,,,,
690,神奈川県,横浜市,70922,63,4.85755313,,,,,
691,神奈川県,川崎市,70922,63,4.85755313,,,,,
692,神奈川県,相模原市,70922,63,4.85755313,,,,,
693,神奈川県,横須賀市,70922,63,4.85755313,,,,,
694,神奈川県,平塚市,70922,63,4.85755313,,,,,
695,神奈川県,鎌倉市,70922,63,4.85755313,,,,,
696,神奈川県,藤沢市,70922,63,4.85755313,,,,,
697,神奈川県,小田原市,70922,63,4.85755313,,,,,
698,神奈川県,茅ヶ崎市,70922,63,4.85755313,,,,,
699,神奈川県,逗子市,70922,63,4.85755313,,,,,
700,神奈川県,三浦市,70922,63,4.85755313,,,,,
701,神奈川県,秦野市,70922,63,4.85755313,,,,,
702,神奈川県,厚木市,70922,63,4.85755313,,,,,
703,神奈川県,大和市,70922,63,4.85755313,,,,,
704,神奈川県,伊勢原市,70922,63,4.85755313,,,,,
705,神奈川県,海老名市,70922,63,4.85755313,,,,,
706,神奈川県,座間市,70922,63,4.85755313,,,,,
707,神奈川県,南足柄市,70922,63,4.85755313,,,,,
708,神奈川県,綾瀬市,70922,63,4.85755313,,,,,
709,神奈川県,葉山町,70922,63,4.85755313,,,,,
710,神奈川県,寒川町,70922,63,4.85755313,,,,,
711,神奈川県,大磯町,70922,63,4.85755313,,,,,
712,神奈川県,二宮町,70922,63,4.85755313,,,,,
713,神奈川県,中井町,70922,63,4.85755313,,,,,
714,神奈川県,大井町,70922,63,4.85755313,,,,,
715,神奈川県,松田町,70922,63,4.85755313,,,,,
716,神奈川県,山北町,70922,63,4.85755313,,,,,
717,神奈川県,開成町,70922,63,4.85755313,,,,,
718,神奈川県,箱根町,70922,63,4.85755313,,,,,
719,神奈川県,真鶴町,70922,63,4.85755313,,,,,
720,神奈川県,湯河原町,70922,63,4.85755313,,,,,
721,神奈川県,愛川町,70922,63,4.85755313,,,,,
722,神奈川県,清川村,70922,63,4.85755313,,,,,
723,新潟県,新潟市,46491,754,3.269959793,,,,,
724,新潟県,長岡市,46491,754,3.269959793,,,,,
725,新潟県,三条市,46491,754,3.269959793,,,,,
726,新潟県,柏崎市,46491,754,3.269959793,,,,,
727,新潟県,新発田市,46491,754,3.269959793,,,,,
728,新潟県,小千谷市,46491,754,3.269959793,,,,,
729,新潟県,加茂市,46491,754,3.269959793,,,,,
730,新潟県,十日町市,46491,754,3.269959793,,,,,
731,新潟県,見附市,46491,754,3.269959793,,,,,
732,新潟県,村上市,46491,754,3.269959793,,,,,
733,新潟県,燕市,46491,754,3.269959793,,,,,
734,新潟県,糸魚川市,46491,754,3.269959793,,,,,
735,新潟県,妙高市,46491,754,3.269959793,,,,,
736,新潟県,五泉市,46491,754,3.269959793,,,,,
737,新潟県,上越市,46491,754,3.269959793,,,,,
738,新潟県,阿賀野市,46491,754,3.269959793,,,,,
739,新潟県,佐渡市,46491,754,3.269959793,,,,,
740,新潟県,魚沼市,46491,754,3.269959793,,,,,
741,新潟県,南魚沼市,46491,754,3.269959793,,,,,
742,新潟県,胎内市,46491,754,3.269959793,,,,,
743,新潟県,聖籠町,46491,754,3.269959793,,,,,
744,新潟県,弥彦村,46491,754,3.269959793,,,,,
745,新潟県,田上町,46491,754,3.269959793,,,,,
746,新潟県,阿賀町,46491,754,3.269959793,,,,,
747,新潟県,出雲崎町,46491,754,3.269959793,,,,,
748,新潟県,湯沢町,46491,754,3.269959793,,,,,
749,新潟県,津南町,46491,754,3.269959793,,,,,
750,新潟県,刈羽村,46491,754,3.269959793,,,,,
751,新潟県,関川村,46491,754,3.269959793,,,,,
752,新潟県,粟島浦村,46491,754,3.269959793,,,,,
753,富山県,富山市,45497,939,2.844916715,,,,,
754,富山県,高岡市,45497,939,2.844916715,,,,,
755,富山県,魚津市,45497,939,2.844916715,,,,,
756,富山県,氷見市,45497,939,2.844916715,,,,,
757,富山県,滑川市,45497,939,2.844916715,,,,,
758,富山県,黒部市,45497,939,2.844916715,,,,,
759,富山県,砺波市,45497,939,2.844916715,,,,,
760,富山県,小矢部市,45497,939,2.844916715,,,,,
761,富山県,南砺市,45497,939,2.844916715,,,,,
762,富山県,射水市,45497,939,2.844916715,,,,,
763,富山県,舟橋村,45497,939,2.844916715,,,,,
764,富山県,上市町,45497,939,2.844916715,,,,,
765,富山県,立山町,45497,939,2.844916715,,,,,
766,富山県,入善町,45497,939,2.844916715,,,,,
767,富山県,朝日町,45497,939,2.844916715,,,,,
768,石川県,金沢市,46319,784,3.201033889,,,,,
769,石川県,七尾市,46319,784,3.201033889,,,,,
770,石川県,小松市,46319,784,3.201033889,,,,,
771,石川県,輪島市,46319,784,3.201033889,,,,,
772,石川県,珠洲市,46319,784,3.201033889,,,,,
773,石川県,加賀市,46319,784,3.201033889,,,,,
774,石川県,羽咋市,46319,784,3.201033889,,,,,
775,石川県,かほく市,46319,784,3.201033889,,,,,
776,石川県,白山市,46319,784,3.201033889,,,,,
777,石川県,能美市,46319,784,3.201033889,,,,,
778,石川県,野々市市,46319,784,3.201033889,,,,,
779,石川県,川北町,46319,784,3.201033889,,,,,
780,石川県,津幡町,46319,784,3.201033889,,,,,
781,石川県,内灘町,46319,784,3.201033889,,,,,
782,石川県,志賀町,46319,784,3.201033889,,,,,
783,石川県,宝達志水町,46319,784,3.201033889,,,,,
784,石川県,中能登町,46319,784,3.201033889,,,,,
785,石川県,穴水町,46319,784,3.201033889,,,,,
786,石川県,能登町,46319,784,3.201033889,,,,,
787,福井県,福井市,45991,880,2.980470994,,,,,
788,福井県,敦賀市,45991,880,2.980470994,,,,,
789,福井県,小浜市,45991,880,2.980470994,,,,,
790,福井県,大野市,45991,880,2.980470994,,,,,
791,福井県,勝山市,45991,880,2.980470994,,,,,
792,福井県,鯖江市,45991,880,2.980470994,,,,,
793,福井県,あわら市,45991,880,2.980470994,,,,,
794,福井県,越前市,45991,880,2.980470994,,,,,
795,福井県,坂井市,45991,880,2.980470994,,,,,
796,福井県,永平寺町,45991,880,2.980470994,,,,,
797,福井県,池田町,45991,880,2.980470994,,,,,
798,福井県,南越前町,45991,880,2.980470994,,,,,
799,福井県,越前町,45991,880,2.980470994,,,,,
800,福井県,美浜町,45991,880,2.980470994,,,,,
801,福井県,高浜町,45991,880,2.980470994,,,,,
802,福井県,おおい町,45991,880,2.980470994,,,,,
803,福井県,若狭町,45991,880,2.980470994,,,,,
804,山梨県,甲府市,45302,954,2.810453762,,,,,
805,山梨県,富士吉田市,45302,954,2.810453762,,,,,
806,山梨県,都留市,45302,954,2.810453762,,,,,
807,山梨県,山梨市,45302,954,2.810453762,,,,,
808,山梨県,大月市,45302,954,2.810453762,,,,,
809,山梨県,韮崎市,45302,954,2.810453762,,,,,
810,山梨県,南アルプス市,45302,954,2.810453762,,,,,
811,山梨県,北杜市,45302,954,2.810453762,,,,,
812,山梨県,甲斐市,45302,954,2.810453762,,,,,
813,山梨県,笛吹市,45302,954,2.810453762,,,,,
814,山梨県,上野原市,45302,954,2.810453762,,,,,
815,山梨県,甲州市,45302,954,2.810453762,,,,,
816,山梨県,中央市,45302,954,2.810453762,,,,,
817,山梨県,市川三郷町,45302,954,2.810453762,,,,,
818,山梨県,早川町,45302,954,2.810453762,,,,,
819,山梨県,身延町,45302,954,2.810453762,,,,,
820,山梨県,南部町,45302,954,2.810453762,,,,,
821,山梨県,富士川町,45302,954,2.810453762,,,,,
822,山梨県,昭和町,45302,954,2.810453762,,,,,
823,山梨県,道志村,45302,954,2.810453762,,,,,
824,山梨県,西桂町,45302,954,2.810453762,,,,,
825,山梨県,忍野村,45302,954,2.810453762,,,,,
826,山梨県,山中湖村,45302,954,2.810453762,,,,,
827,山梨県,鳴沢村,45302,954,2.810453762,,,,,
828,山梨県,富士河口湖町,45302,954,2.810453762,,,,,
829,山梨県,小菅村,45302,954,2.810453762,,,,,
830,山梨県,丹波山村,45302,954,2.810453762,,,,,
831,長野県,長野市,46023,803,3.157380816,,,,,
832,長野県,松本市,46023,803,3.157380816,,,,,
833,長野県,上田市,46023,803,3.157380816,,,,,
834,長野県,岡谷市,46023,803,3.157380816,,,,,
835,長野県,飯田市,46023,803,3.157380816,,,,,
836,長野県,諏訪市,46023,803,3.157380816,,,,,
837,長野県,須坂市,46023,803,3.157380816,,,,,
838,長野県,小諸市,46023,803,3.157380816,,,,,
839,長野県,伊那市,46023,803,3.157380816,,,,,
840,長野県,駒ヶ根市,46023,803,3.157380816,,,,,
841,長野県,中野市,46023,803,3.157380816,,,,,
842,長野県,大町市,46023,803,3.157380816,,,,,
843,長野県,飯山市,46023,803,3.157380816,,,,,
844,長野県,茅野市,46023,803,3.157380816,,,,,
845,長野県,塩尻市,46023,803,3.157380816,,,,,
846,長野県,佐久市,46023,803,3.157380816,,,,,
847,長野県,千曲市,46023,803,3.157380816,,,,,
848,長野県,東御市,46023,803,3.157380816,,,,,
849,長野県,安曇野市,46023,803,3.157380816,,,,,
850,長野県,小海町,46023,803,3.157380816,,,,,
851,長野県,川上村,46023,803,3.157380816,,,,,
852,長野県,南牧村,46023,803,3.157380816,,,,,
853,長野県,南相木村,46023,803,3.157380816,,,,,
854,長野県,北相木村,46023,803,3.157380816,,,,,
855,長野県,佐久穂町,46023,803,3.157380816,,,,,
856,長野県,軽井沢町,46023,803,3.157380816,,,,,
857,長野県,御代田町,46023,803,3.157380816,,,,,
858,長野県,立科町,46023,803,3.157380816,,,,,
859,長野県,青木村,46023,803,3.157380816,,,,,
860,長野県,長和町,46023,803,3.157380816,,,,,
861,長野県,下諏訪町,46023,803,3.157380816,,,,,
862,長野県,富士見町,46023,803,3.157380816,,,,,
863,長野県,原村,46023,803,3.157380816,,,,,
864,長野県,辰野町,46023,803,3.157380816,,,,,
865,長野県,箕輪町,46023,803,3.157380816,,,,,
866,長野県,飯島町,46023,803,3.157380816,,,,,
867,長野県,南箕輪村,46023,803,3.157380816,,,,,
868,長野県,中川村,46023,803,3.157380816,,,,,
869,長野県,宮田村,46023,803,3.157380816,,,,,
870,長野県,松川町,46023,803,3.157380816,,,,,
871,長野県,高森町,46023,803,3.157380816,,,,,
872,長野県,阿南町,46023,803,3.157380816,,,,,
873,長野県,阿智村,46023,803,3.157380816,,,,,
874,長野県,平谷村,46023,803,3.157380816,,,,,
875,長野県,根羽村,46023,803,3.157380816,,,,,
876,長野県,下條村,46023,803,3.157380816,,,,,
877,長野県,売木村,46023,803,3.157380816,,,,,
878,長野県,天龍村,46023,803,3.157380816,,,,,
879,長野県,泰阜村,46023,803,3.157380816,,,,,
880,長野県,喬木村,46023,803,3.157380816,,,,,
881,長野県,豊丘村,46023,803,3.157380816,,,,,
882,長野県,大鹿村,46023,803,3.157380816,,,,,
883,長野県,上松町,46023,803,3.157380816,,,,,
884,長野県,南木曽町,46023,803,3.157380816,,,,,
885,長野県,木祖村,46023,803,3.157380816,,,,,
886,長野県,王滝村,46023,803,3.157380816,,,,,
887,長野県,大桑村,46023,803,3.157380816,,,,,
888,長野県,木曽町,46023,803,3.157380816,,,,,
889,長野県,麻績村,46023,803,3.157380816,,,,,
