,,,気温,
1307,岡山県,玉野市,17.3 ,3.06777714
1308,岡山県,笠岡市,17.3 ,3.06777714
1309,岡山県,井原市,17.3 ,3.06777714
1310,岡山県,総社市,17.3 ,3.06777714
1311,岡山県,高梁市,17.3 ,3.06777714
1312,岡山県,新見市,17.3 ,3.06777714
1313,岡山県,備前市,17.3 ,3.06777714
1314,岡山県,瀬戸内市,17.3 ,3.06777714
1315,岡山県,赤磐市,17.3 ,3.06777714
1316,岡山県,真庭市,17.3 ,3.06777714
1317,岡山県,美作市,17.3 ,3.06777714
1318,岡山県,浅口市,17.3 ,3.06777714
1319,岡山県,和気町,17.3 ,3.06777714
1320,岡山県,早島町,17.3 ,3.06777714
1321,岡山県,里庄町,17.3 ,3.06777714
1322,岡山県,矢掛町,17.3 ,3.06777714
1323,岡山県,新庄村,17.3 ,3.06777714
1324,岡山県,鏡野町,17.3 ,3.06777714
1325,岡山県,勝央町,17.3 ,3.06777714
1326,岡山県,奈義町,17.3 ,3.06777714
1327,岡山県,西粟倉村,17.3 ,3.06777714
1328,岡山県,久米南町,17.3 ,3.06777714
1329,岡山県,美咲町,17.3 ,3.06777714
1330,岡山県,吉備中央町,17.3 ,3.06777714
1331,広島県,広島市,18.0 ,3.80987938
1332,広島県,呉市,18.0 ,3.80987938
1333,広島県,竹原市,18.0 ,3.80987938
1334,広島県,三原市,18.0 ,3.80987938
1335,広島県,尾道市,18.0 ,3.80987938
1336,広島県,福山市,18.0 ,3.80987938
1337,広島県,府中市,18.0 ,3.80987938
1338,広島県,三次市,18.0 ,3.80987938
1339,広島県,庄原市,18.0 ,3.80987938
1340,広島県,大竹市,18.0 ,3.80987938
1341,広島県,東広島市,18.0 ,3.80987938
1342,広島県,廿日市市,18.0 ,3.80987938
1343,広島県,安芸高田市,18.0 ,3.80987938
1344,広島県,江田島市,18.0 ,3.80987938
1345,広島県,府中町,18.0 ,3.80987938
1346,広島県,海田町,18.0 ,3.80987938
1347,広島県,熊野町,18.0 ,3.80987938
1348,広島県,坂町,18.0 ,3.80987938
1349,広島県,安芸太田町,18.0 ,3.80987938
1350,広島県,北広島町,18.0 ,3.80987938
1351,広島県,大崎上島町,18.0 ,3.80987938
1352,広島県,世羅町,18.0 ,3.80987938
1353,広島県,神石高原町,18.0 ,3.80987938
1354,山口県,下関市,17.3 ,3.06777714
1355,山口県,宇部市,17.3 ,3.06777714
1356,山口県,山口市,17.3 ,3.06777714
1357,山口県,萩市,17.3 ,3.06777714
1358,山口県,防府市,17.3 ,3.06777714
1359,山口県,下松市,17.3 ,3.06777714
1360,山口県,岩国市,17.3 ,3.06777714
1361,山口県,光市,17.3 ,3.06777714
1362,山口県,長門市,17.3 ,3.06777714
1363,山口県,柳井市,17.3 ,3.06777714
1364,山口県,美祢市,17.3 ,3.06777714
1365,山口県,周南市,17.3 ,3.06777714
1366,山口県,山陽小野田市,17.3 ,3.06777714
1367,山口県,周防大島町,17.3 ,3.06777714
1368,山口県,和木町,17.3 ,3.06777714
1369,山口県,上関町,17.3 ,3.06777714
1370,山口県,田布施町,17.3 ,3.06777714
1371,山口県,平生町,17.3 ,3.06777714
1372,山口県,阿武町,17.3 ,3.06777714
1373,徳島県,徳島市,18.1 ,3.904078116
1374,徳島県,鳴門市,18.1 ,3.904078116
1375,徳島県,小松島市,18.1 ,3.904078116
1376,徳島県,阿南市,18.1 ,3.904078116
1377,徳島県,吉野川市,18.1 ,3.904078116
1378,徳島県,阿波市,18.1 ,3.904078116
1379,徳島県,美馬市,18.1 ,3.904078116
1380,徳島県,三好市,18.1 ,3.904078116
1381,徳島県,勝浦町,18.1 ,3.904078116
1382,徳島県,上勝町,18.1 ,3.904078116
1383,徳島県,佐那河内村,18.1 ,3.904078116
1384,徳島県,石井町,18.1 ,3.904078116
1385,徳島県,神山町,18.1 ,3.904078116
1386,徳島県,那賀町,18.1 ,3.904078116
1387,徳島県,牟岐町,18.1 ,3.904078116
1388,徳島県,美波町,18.1 ,3.904078116
1389,徳島県,海陽町,18.1 ,3.904078116
1390,徳島県,松茂町,18.1 ,3.904078116
1391,徳島県,北島町,18.1 ,3.904078116
1392,徳島県,藍住町,18.1 ,3.904078116
1393,徳島県,板野町,18.1 ,3.904078116
1394,徳島県,上板町,18.1 ,3.904078116
1395,徳島県,つるぎ町,18.1 ,3.904078116
1396,徳島県,東みよし町,18.1 ,3.904078116
1397,香川県,高松市,18.1 ,3.904078116
1398,香川県,丸亀市,18.1 ,3.904078116
1399,香川県,坂出市,18.1 ,3.904078116
1400,香川県,善通寺市,18.1 ,3.904078116
1401,香川県,観音寺市,18.1 ,3.904078116
1402,香川県,さぬき市,18.1 ,3.904078116
1403,香川県,東かがわ市,18.1 ,3.904078116
1404,香川県,三豊市,18.1 ,3.904078116
1405,香川県,土庄町,18.1 ,3.904078116
1406,香川県,小豆島町,18.1 ,3.904078116
1407,香川県,三木町,18.1 ,3.904078116
1408,香川県,直島町,18.1 ,3.904078116
1409,香川県,宇多津町,18.1 ,3.904078116
1410,香川県,綾川町,18.1 ,3.904078116
1411,香川県,琴平町,18.1 ,3.904078116
1412,香川県,多度津町,18.1 ,3.904078116
1413,香川県,まんのう町,18.1 ,3.904078116
1414,愛媛県,松山市,18.2 ,4.018954624
1415,愛媛県,今治市,18.2 ,4.018954624
1416,愛媛県,宇和島市,18.2 ,4.018954624
1417,愛媛県,八幡浜市,18.2 ,4.018954624
1418,愛媛県,新居浜市,18.2 ,4.018954624
1419,愛媛県,西条市,18.2 ,4.018954624
1420,愛媛県,大洲市,18.2 ,4.018954624
1421,愛媛県,伊予市,18.2 ,4.018954624
1422,愛媛県,四国中央市,18.2 ,4.018954624
1423,愛媛県,西予市,18.2 ,4.018954624
1424,愛媛県,東温市,18.2 ,4.018954624
1425,愛媛県,上島町,18.2 ,4.018954624
1426,愛媛県,久万高原町,18.2 ,4.018954624
1427,愛媛県,松前町,18.2 ,4.018954624
1428,愛媛県,砥部町,18.2 ,4.018954624
1429,愛媛県,内子町,18.2 ,4.018954624
1430,愛媛県,伊方町,18.2 ,4.018954624
1431,愛媛県,松野町,18.2 ,4.018954624
1432,愛媛県,鬼北町,18.2 ,4.018954624
1433,愛媛県,愛南町,18.2 ,4.018954624
1434,高知県,高知市,18.7 ,4.510626077
1435,高知県,室戸市,18.7 ,4.510626077
1436,高知県,安芸市,18.7 ,4.510626077
1437,高知県,南国市,18.7 ,4.510626077
1438,高知県,土佐市,18.7 ,4.510626077
1439,高知県,須崎市,18.7 ,4.510626077
1440,高知県,宿毛市,18.7 ,4.510626077
1441,高知県,土佐清水市,18.7 ,4.510626077
1442,高知県,四万十市,18.7 ,4.510626077
1443,高知県,香南市,18.7 ,4.510626077
1444,高知県,香美市,18.7 ,4.510626077
1445,高知県,東洋町,18.7 ,4.510626077
1446,高知県,奈半利町,18.7 ,4.510626077
1447,高知県,田野町,18.7 ,4.510626077
1448,高知県,安田町,18.7 ,4.510626077
1449,高知県,北川村,18.7 ,4.510626077
1450,高知県,馬路村,18.7 ,4.510626077
1451,高知県,芸西村,18.7 ,4.510626077
1452,高知県,本山町,18.7 ,4.510626077
1453,高知県,大豊町,18.7 ,4.510626077
1454,高知県,土佐町,18.7 ,4.510626077
1455,高知県,大川村,18.7 ,4.510626077
1456,高知県,いの町,18.7 ,4.510626077
1457,高知県,仁淀川町,18.7 ,4.510626077
1458,高知県,中土佐町,18.7 ,4.510626077
1459,高知県,佐川町,18.7 ,4.510626077
1460,高知県,越知町,18.7 ,4.510626077
1461,高知県,檮原町,18.7 ,4.510626077
1462,高知県,日高村,18.7 ,4.510626077
1463,高知県,津野町,18.7 ,4.510626077
1464,高知県,四万十町,18.7 ,4.510626077
1465,高知県,大月町,18.7 ,4.510626077
1466,高知県,三原村,18.7 ,4.510626077
1467,高知県,黒潮町,18.7 ,4.510626077
1468,福岡県,北九州市,19.0 ,4.84606548
1469,福岡県,福岡市,19.0 ,4.84606548
1470,福岡県,大牟田市,19.0 ,4.84606548
1471,福岡県,久留米市,19.0 ,4.84606548
1472,福岡県,直方市,19.0 ,4.84606548
1473,福岡県,飯塚市,19.0 ,4.84606548
1474,福岡県,田川市,19.0 ,4.84606548
1475,福岡県,柳川市,19.0 ,4.84606548
1476,福岡県,八女市,19.0 ,4.84606548
1477,福岡県,筑後市,19.0 ,4.84606548
1478,福岡県,大川市,19.0 ,4.84606548
1479,福岡県,行橋市,19.0 ,4.84606548
1480,福岡県,豊前市,19.0 ,4.84606548
1481,福岡県,中間市,19.0 ,4.84606548
1482,福岡県,小郡市,19.0 ,4.84606548
1483,福岡県,筑紫野市,19.0 ,4.84606548
1484,福岡県,春日市,19.0 ,4.84606548
1485,福岡県,大野城市,19.0 ,4.84606548
1486,福岡県,宗像市,19.0 ,4.84606548
1487,福岡県,太宰府市,19.0 ,4.84606548
1488,福岡県,古賀市,19.0 ,4.84606548
1489,福岡県,福津市,19.0 ,4.84606548
1490,福岡県,うきは市,19.0 ,4.84606548
1491,福岡県,宮若市,19.0 ,4.84606548
1492,福岡県,嘉麻市,19.0 ,4.84606548
1493,福岡県,朝倉市,19.0 ,4.84606548
1494,福岡県,みやま市,19.0 ,4.84606548
1495,福岡県,糸島市,19.0 ,4.84606548
1496,福岡県,那珂川市,19.0 ,4.84606548
1497,福岡県,宇美町,19.0 ,4.84606548
1498,福岡県,篠栗町,19.0 ,4.84606548
1499,福岡県,志免町,19.0 ,4.84606548
1500,福岡県,須恵町,19.0 ,4.84606548
1501,福岡県,新宮町,19.0 ,4.84606548
1502,福岡県,久山町,19.0 ,4.84606548
1503,福岡県,粕屋町,19.0 ,4.84606548
1504,福岡県,芦屋町,19.0 ,4.84606548
1505,福岡県,水巻町,19.0 ,4.84606548
1506,福岡県,岡垣町,19.0 ,4.84606548
1507,福岡県,遠賀町,19.0 ,4.84606548
1508,福岡県,小竹町,19.0 ,4.84606548
1509,福岡県,鞍手町,19.0 ,4.84606548
1510,福岡県,桂川町,19.0 ,4.84606548
1511,福岡県,筑前町,19.0 ,4.84606548
1512,福岡県,東峰村,19.0 ,4.84606548
1513,福岡県,大刀洗町,19.0 ,4.84606548
1514,福岡県,大木町,19.0 ,4.84606548
1515,福岡県,広川町,19.0 ,4.84606548
1516,福岡県,香春町,19.0 ,4.84606548
1517,福岡県,添田町,19.0 ,4.84606548
1518,福岡県,糸田町,19.0 ,4.84606548
1519,福岡県,川崎町,19.0 ,4.84606548
1520,福岡県,大任町,19.0 ,4.84606548
1521,福岡県,赤村,19.0 ,4.84606548
1522,福岡県,福智町,19.0 ,4.84606548
1523,福岡県,苅田町,19.0 ,4.84606548
1524,福岡県,みやこ町,19.0 ,4.84606548
1525,福岡県,吉富町,19.0 ,4.84606548
1526,福岡県,上毛町,19.0 ,4.84606548
1527,福岡県,築上町,19.0 ,4.84606548
1528,佐賀県,佐賀市,18.8 ,4.55657668
1529,佐賀県,唐津市,18.8 ,4.55657668
1530,佐賀県,鳥栖市,18.8 ,4.55657668
1531,佐賀県,多久市,18.8 ,4.55657668
1532,佐賀県,伊万里市,18.8 ,4.55657668
1533,佐賀県,武雄市,18.8 ,4.55657668
1534,佐賀県,鹿島市,18.8 ,4.55657668
1535,佐賀県,小城市,18.8 ,4.55657668
1536,佐賀県,嬉野市,18.8 ,4.55657668
1537,佐賀県,神埼市,18.8 ,4.55657668
1538,佐賀県,吉野ヶ里町,18.8 ,4.55657668
1539,佐賀県,基山町,18.8 ,4.55657668
1540,佐賀県,上峰町,18.8 ,4.55657668
1541,佐賀県,みやき町,18.8 ,4.55657668
1542,佐賀県,玄海町,18.8 ,4.55657668
1543,佐賀県,有田町,18.8 ,4.55657668
1544,佐賀県,大町町,18.8 ,4.55657668
1545,佐賀県,江北町,18.8 ,4.55657668
1546,佐賀県,白石町,18.8 ,4.55657668
1547,佐賀県,太良町,18.8 ,4.55657668
1548,長崎県,長崎市,18.9 ,4.70821367
1549,長崎県,佐世保市,18.9 ,4.70821367
1550,長崎県,島原市,18.9 ,4.70821367
1551,長崎県,諫早市,18.9 ,4.70821367
1552,長崎県,大村市,18.9 ,4.70821367
1553,長崎県,平戸市,18.9 ,4.70821367
1554,長崎県,松浦市,18.9 ,4.70821367
1555,長崎県,対馬市,18.9 ,4.70821367
1556,長崎県,壱岐市,18.9 ,4.70821367
1557,長崎県,五島市,18.9 ,4.70821367
1558,長崎県,西海市,18.9 ,4.70821367
1559,長崎県,雲仙市,18.9 ,4.70821367
1560,長崎県,南島原市,18.9 ,4.70821367
1561,長崎県,長与町,18.9 ,4.70821367
1562,長崎県,時津町,18.9 ,4.70821367
1563,長崎県,東彼杵町,18.9 ,4.70821367
1564,長崎県,川棚町,18.9 ,4.70821367
1565,長崎県,波佐見町,18.9 ,4.70821367
1566,長崎県,小値賀町,18.9 ,4.70821367
1567,長崎県,佐々町,18.9 ,4.70821367
1568,長崎県,新上五島町,18.9 ,4.70821367
1569,熊本県,熊本市,18.9 ,4.70821367
1570,熊本県,八代市,18.9 ,4.70821367
1571,熊本県,人吉市,18.9 ,4.70821367
1572,熊本県,荒尾市,18.9 ,4.70821367
1573,熊本県,水俣市,18.9 ,4.70821367
1574,熊本県,玉名市,18.9 ,4.70821367
1575,熊本県,山鹿市,18.9 ,4.70821367
1576,熊本県,菊池市,18.9 ,4.70821367
1577,熊本県,宇土市,18.9 ,4.70821367
1578,熊本県,上天草市,18.9 ,4.70821367
1579,熊本県,宇城市,18.9 ,4.70821367
1580,熊本県,阿蘇市,18.9 ,4.70821367
1581,熊本県,天草市,18.9 ,4.70821367
1582,熊本県,合志市,18.9 ,4.70821367
1583,熊本県,美里町,18.9 ,4.70821367
1584,熊本県,玉東町,18.9 ,4.70821367
1585,熊本県,南関町,18.9 ,4.70821367
1586,熊本県,長洲町,18.9 ,4.70821367
1587,熊本県,和水町,18.9 ,4.70821367
1588,熊本県,大津町,18.9 ,4.70821367
1589,熊本県,菊陽町,18.9 ,4.70821367
1590,熊本県,南小国町,18.9 ,4.70821367
1591,熊本県,小国町,18.9 ,4.70821367
1592,熊本県,産山村,18.9 ,4.70821367
1593,熊本県,高森町,18.9 ,4.70821367
1594,熊本県,西原村,18.9 ,4.70821367
1595,熊本県,南阿蘇村,18.9 ,4.70821367
1596,熊本県,御船町,18.9 ,4.70821367
1597,熊本県,嘉島町,18.9 ,4.70821367
1598,熊本県,益城町,18.9 ,4.70821367
1599,熊本県,甲佐町,18.9 ,4.70821367
1600,熊本県,山都町,18.9 ,4.70821367
1601,熊本県,氷川町,18.9 ,4.70821367
1602,熊本県,芦北町,18.9 ,4.70821367
1603,熊本県,津奈木町,18.9 ,4.70821367
1604,熊本県,錦町,18.9 ,4.70821367
1605,熊本県,多良木町,18.9 ,4.70821367
1606,熊本県,湯前町,18.9 ,4.70821367
1607,熊本県,水上村,18.9 ,4.70821367
1608,熊本県,相良村,18.9 ,4.70821367
1609,熊本県,五木村,18.9 ,4.70821367
1610,熊本県,山江村,18.9 ,4.70821367
1611,熊本県,球磨村,18.9 ,4.70821367
1612,熊本県,あさぎり町,18.9 ,4.70821367
1613,熊本県,苓北町,18.9 ,4.70821367
1614,大分県,大分市,18.4 ,4.352096496
1615,大分県,別府市,18.4 ,4.352096496
1616,大分県,中津市,18.4 ,4.352096496
1617,大分県,日田市,18.4 ,4.352096496
1618,大分県,佐伯市,18.4 ,4.352096496
1619,大分県,臼杵市,18.4 ,4.352096496
1620,大分県,津久見市,18.4 ,4.352096496
1621,大分県,竹田市,18.4 ,4.352096496
1622,大分県,豊後高田市,18.4 ,4.352096496
1623,大分県,杵築市,18.4 ,4.352096496
1624,大分県,宇佐市,18.4 ,4.352096496
1625,大分県,豊後大野市,18.4 ,4.352096496
1626,大分県,由布市,18.4 ,4.352096496
1627,大分県,国東市,18.4 ,4.352096496
1628,大分県,姫島村,18.4 ,4.352096496
1629,大分県,日出町,18.4 ,4.352096496
1630,大分県,九重町,18.4 ,4.352096496
1631,大分県,玖珠町,18.4 ,4.352096496
1632,宮崎県,宮崎市,19.3 ,4.905801264
1633,宮崎県,都城市,19.3 ,4.905801264
1634,宮崎県,延岡市,19.3 ,4.905801264
1635,宮崎県,日南市,19.3 ,4.905801264
1636,宮崎県,小林市,19.3 ,4.905801264
1637,宮崎県,日向市,19.3 ,4.905801264
1638,宮崎県,串間市,19.3 ,4.905801264
1639,宮崎県,西都市,19.3 ,4.905801264
1640,宮崎県,えびの市,19.3 ,4.905801264
1641,宮崎県,三股町,19.3 ,4.905801264
1642,宮崎県,高原町,19.3 ,4.905801264
1643,宮崎県,国富町,19.3 ,4.905801264
1644,宮崎県,綾町,19.3 ,4.905801264
1645,宮崎県,高鍋町,19.3 ,4.905801264
1646,宮崎県,新富町,19.3 ,4.905801264
1647,宮崎県,西米良村,19.3 ,4.905801264
1648,宮崎県,木城町,19.3 ,4.905801264
1649,宮崎県,川南町,19.3 ,4.905801264
1650,宮崎県,都農町,19.3 ,4.905801264
1651,宮崎県,門川町,19.3 ,4.905801264
1652,宮崎県,諸塚村,19.3 ,4.905801264
1653,宮崎県,椎葉村,19.3 ,4.905801264
1654,宮崎県,美郷町,19.3 ,4.905801264
1655,宮崎県,高千穂町,19.3 ,4.905801264
1656,宮崎県,日之影町,19.3 ,4.905801264
1657,宮崎県,五ヶ瀬町,19.3 ,4.905801264
1658,鹿児島県,鹿児島市,18.4 ,4.352096496
1659,鹿児島県,鹿屋市,18.4 ,4.352096496
1660,鹿児島県,枕崎市,18.4 ,4.352096496
1661,鹿児島県,阿久根市,18.4 ,4.352096496
1662,鹿児島県,出水市,18.4 ,4.352096496
1663,鹿児島県,指宿市,18.4 ,4.352096496
1664,鹿児島県,西之表市,18.4 ,4.352096496
1665,鹿児島県,垂水市,18.4 ,4.352096496
1666,鹿児島県,薩摩川内市,18.4 ,4.352096496
1667,鹿児島県,日置市,18.4 ,4.352096496
1668,鹿児島県,曽於市,18.4 ,4.352096496
1669,鹿児島県,霧島市,18.4 ,4.352096496
1670,鹿児島県,いちき串木野市,18.4 ,4.352096496
1671,鹿児島県,南さつま市,18.4 ,4.352096496
1672,鹿児島県,志布志市,18.4 ,4.352096496
1673,鹿児島県,奄美市,18.4 ,4.352096496
1674,鹿児島県,南九州市,18.4 ,4.352096496
1675,鹿児島県,伊佐市,18.4 ,4.352096496
1676,鹿児島県,姶良市,18.4 ,4.352096496
1677,鹿児島県,三島村,18.4 ,4.352096496
1678,鹿児島県,十島村,18.4 ,4.352096496
1679,鹿児島県,さつま町,18.4 ,4.352096496
1680,鹿児島県,長島町,18.4 ,4.352096496
1681,鹿児島県,湧水町,18.4 ,4.352096496
1682,鹿児島県,大崎町,18.4 ,4.352096496
1683,鹿児島県,東串良町,18.4 ,4.352096496
1684,鹿児島県,錦江町,18.4 ,4.352096496
1685,鹿児島県,南大隅町,18.4 ,4.352096496
1686,鹿児島県,肝付町,18.4 ,4.352096496
1687,鹿児島県,中種子町,18.4 ,4.352096496
1688,鹿児島県,南種子町,18.4 ,4.352096496
1689,鹿児島県,屋久島町,18.4 ,4.352096496
1690,鹿児島県,大和村,18.4 ,4.352096496
1691,鹿児島県,宇検村,18.4 ,4.352096496
1692,鹿児島県,瀬戸内町,18.4 ,4.352096496
1693,鹿児島県,龍郷町,18.4 ,4.352096496
1694,鹿児島県,喜界町,18.4 ,4.352096496
1695,鹿児島県,徳之島町,18.4 ,4.352096496
1696,鹿児島県,天城町,18.4 ,4.352096496
1697,鹿児島県,伊仙町,18.4 ,4.352096496
1698,鹿児島県,和泊町,18.4 ,4.352096496
1699,鹿児島県,知名町,18.4 ,4.352096496
1700,鹿児島県,与論町,18.4 ,4.352096496
1701,沖縄県,那覇市,24.4 ,5
1702,沖縄県,宜野湾市,24.4 ,5
1703,沖縄県,石垣市,24.4 ,5
1704,沖縄県,浦添市,24.4 ,5
1705,沖縄県,名護市,24.4 ,5
1706,沖縄県,糸満市,24.4 ,5
1707,沖縄県,沖縄市,24.4 ,5
1708,沖縄県,豊見城市,24.4 ,5
1709,沖縄県,うるま市,24.4 ,5
1710,沖縄県,宮古島市,24.4 ,5
1711,沖縄県,南城市,24.4 ,5
1712,沖縄県,国頭村,24.4 ,5
1713,沖縄県,大宜味村,24.4 ,5
1714,沖縄県,東村,24.4 ,5
1715,沖縄県,今帰仁村,24.4 ,5
1716,沖縄県,本部町,24.4 ,5
1717,沖縄県,恩納村,24.4 ,5
1718,沖縄県,宜野座村,24.4 ,5
1719,沖縄県,金武町,24.4 ,5
1720,沖縄県,伊江村,24.4 ,5
1721,沖縄県,読谷村,24.4 ,5
1722,沖縄県,嘉手納町,24.4 ,5
1723,沖縄県,北谷町,24.4 ,5
1724,沖縄県,北中城村,24.4 ,5
1725,沖縄県,中城村,24.4 ,5
1726,沖縄県,西原町,24.4 ,5
1727,沖縄県,与那原町,24.4 ,5
1728,沖縄県,南風原町,24.4 ,5
1729,沖縄県,渡嘉敷村,24.4 ,5
1730,沖縄県,座間味村,24.4 ,5
1731,沖縄県,粟国村,24.4 ,5
1732,沖縄県,渡名喜村,24.4 ,5
1733,沖縄県,南大東村,24.4 ,5
1734,沖縄県,北大東村,24.4 ,5
1735,沖縄県,伊平屋村,24.4 ,5
1736,沖縄県,伊是名村,24.4 ,5
1737,沖縄県,久米島町,24.4 ,5
1738,沖縄県,八重瀬町,24.4 ,5
1739,沖縄県,多良間村,24.4 ,5
1740,沖縄県,竹富町,24.4 ,5
1741,沖縄県,与那国町,24.4 ,5
