,,,人口密度,人口,面積(km2),
879,長野県,泰阜村,23.87366465,1542,6459,1.560597358
880,長野県,喬木村,89.67122054,5973,6661,2.417576106
881,長野県,豊丘村,83.68277119,6426,7679,2.362435382
882,長野県,大鹿村,4.120347994,1023,24828,1.050545663
883,長野県,上松町,24.5279658,4131,16842,1.583572659
884,長野県,南木曽町,18.13087575,3915,21593,1.44572085
885,長野県,木祖村,19.16014235,2692,14050,1.466398621
886,長野県,王滝村,2.300366772,715,31082,1.013785181
887,長野県,大桑村,14.66712159,3439,23447,1.363009765
888,長野県,木曽町,22.23389282,10584,47603,1.523836875
889,長野県,麻績村,75.42175684,2593,3438,2.265939115
890,長野県,生坂村,41.97183099,1639,3905,1.840896037
891,長野県,山形村,336.2690152,8400,2498,3.488225158
892,長野県,朝日村,60.59190031,4279,7062,2.114302125
893,長野県,筑北村,41.71106866,4149,9947,1.838598507
894,長野県,池田町,233.6155378,9382,4016,3.198736358
895,長野県,松川村,203.9303165,9599,4707,3.0723722
896,長野県,白馬村,45.28411491,8575,18936,1.898334291
897,長野県,小谷村,9.880183644,2647,26791,1.204480184
898,長野県,坂城町,261.0738255,14004,5364,3.295232625
899,長野県,小布施町,557.5313808,10660,1912,3.853532453
900,長野県,高山村,67.13676948,6617,9856,2.1809305
901,長野県,山ノ内町,42.69274163,11352,26590,1.859276278
902,長野県,木島平村,44.04953685,4375,9932,1.88225158
903,長野県,野沢温泉村,56.57349896,3279,5796,2.072946582
904,長野県,信濃町,51.83523108,7739,14930,1.999425617
905,長野県,小川村,38.11736362,2215,5811,1.794945434
906,長野県,飯綱町,137.28,10296,7500,2.759908099
907,長野県,栄村,6.110579401,1660,27166,1.119471568
908,岐阜県,岐阜市,1977.195481,402557,20360,4.494543366
909,岐阜県,大垣市,766.2584112,158286,20657,4.000574383
910,岐阜県,高山市,38.76681316,84419,217761,1.799540494
911,岐阜県,多治見市,1169.665753,106732,9125,4.267087881
912,岐阜県,関市,180.5580844,85283,47233,2.946008041
913,岐阜県,中津川市,113.1938798,76570,67645,2.62435382
914,岐阜県,美濃市,164.4902145,19247,11701,2.874784607
915,岐阜県,瑞浪市,212.4556788,37150,17486,3.111430213
916,岐阜県,羽島市,1223.42527,65649,5366,4.283170592
917,岐阜県,恵那市,94.74456608,47774,50424,2.47501436
918,岐阜県,美濃加茂市,757.773025,56689,7481,3.995979322
919,岐阜県,土岐市,477.0556801,55348,11602,3.729465824
920,岐阜県,各務原市,1645.837604,144521,8781,4.41183228
921,岐阜県,可児市,1141.578166,99968,8757,4.237219989
922,岐阜県,山県市,113.8841337,25280,22198,2.63124641
923,岐阜県,瑞穂市,2000.283789,56388,2819,4.496840896
924,岐阜県,飛騨市,28.4380402,22538,79253,1.643308443
925,岐阜県,本巣市,87.8900307,32928,37465,2.390005744
926,岐阜県,郡上市,37.8336163,38997,103075,1.783457783
927,岐阜県,下呂市,35.74676049,30428,85121,1.753589891
928,岐阜県,海津市,292.1985183,32735,11203,3.387133831
929,岐阜県,岐南町,3271.93426,25881,791,4.662263067
930,岐阜県,笠松町,2156.116505,22208,1030,4.515221137
931,岐阜県,養老町,371.8633283,26882,7229,3.570936244
932,岐阜県,垂井町,462.4627781,26402,5709,3.706490523
933,岐阜県,関ケ原町,134.1314935,6610,4928,2.734635267
934,岐阜県,神戸町,989.6166134,18585,1878,4.152211373
935,岐阜県,輪之内町,432.3331841,9654,2233,3.66283745
936,岐阜県,安八町,790.4735683,14355,1816,4.014359563
937,岐阜県,揖斐川町,24.30673106,19529,80344,1.574382539
938,岐阜県,大野町,644.4736842,22041,3420,3.929350948
939,岐阜県,池田町,602.0618557,23360,3880,3.894887995
940,岐阜県,北方町,3501.737452,18139,518,4.687535899
941,岐阜県,坂祝町,627.1173271,8071,1287,3.915565767
942,岐阜県,富加町,334.4827586,5626,1682,3.481332567
943,岐阜県,川辺町,239.552964,9860,4116,3.21481907
944,岐阜県,七宗町,37.60362551,3402,9047,1.778862723
945,岐阜県,八百津町,79.15987266,10195,12879,2.311889719
946,岐阜県,白川町,31.15594788,7412,23790,1.684663986
947,岐阜県,東白川村,23.1484671,2016,8709,1.542217117
948,岐阜県,御嵩町,308.9786558,17516,5669,3.419299253
949,岐阜県,白川村,4.236765366,1511,35664,1.057438254
950,静岡県,静岡市,491.0930429,693389,141193,3.754738656
951,静岡県,浜松市,507.4853508,790718,155811,3.784606548
952,静岡県,沼津市,1013.735146,189386,18682,4.170591614
953,静岡県,熱海市,553.7963413,34208,6177,3.846639862
954,静岡県,三島市,1737.874879,107783,6202,4.432510052
955,静岡県,富士宮市,329.2510538,128105,38908,3.456059736
956,静岡県,伊東市,528.0680535,65491,12402,3.80987938
957,静岡県,島田市,303.1960722,95719,31570,3.405514072
958,静岡県,富士市,1001.80445,245392,24495,4.163699024
959,静岡県,磐田市,1019.71245,166672,16345,4.182079265
960,静岡県,焼津市,1946.58606,136845,7030,4.487650775
961,静岡県,掛川市,432.662125,114954,26569,3.66513498
962,静岡県,藤枝市,728.34175,141342,19406,3.973004021
963,静岡県,御殿場市,444.4022576,86614,19490,3.678920161
964,静岡県,袋井市,811.0772639,87864,10833,4.039632395
965,静岡県,下田市,193.3607971,20183,10438,3.028719127
966,静岡県,裾野市,368.5997683,50911,13812,3.561746123
967,静岡県,湖西市,668.7268946,57885,8656,3.950028719
968,静岡県,伊豆市,77.45143831,28190,36397,2.293509477
969,静岡県,御前崎市,474.348025,31103,6557,3.727168294
970,静岡県,菊川市,507.3680858,47789,9419,3.782309018
971,静岡県,伊豆の国市,494.6522934,46804,9462,3.768523837
972,静岡県,牧之原市,389.4887635,43502,11169,3.614589316
973,静岡県,東伊豆町,147.6227191,11488,7782,2.801263642
974,静岡県,河津町,68.22921839,6870,10069,2.201608271
975,静岡県,南伊豆町,71.64817173,7877,10994,2.229178633
976,静岡県,松崎町,70.9434849,6038,8511,2.217690982
977,静岡県,西伊豆町,67.26117067,7090,10541,2.18322803
978,静岡県,函南町,564.6715777,36794,6516,3.858127513
979,静岡県,清水町,3599.318956,31710,881,4.69672602
980,静岡県,長泉町,1627.337589,43336,2663,4.40723722
981,静岡県,小山町,136.7909238,18568,13574,2.755313038
982,静岡県,吉田町,1395.031356,28919,2073,4.336013785
983,静岡県,川根本町,12.48993721,6206,49688,1.284893739
984,静岡県,森町,130.3636771,17457,13391,2.723147616
985,愛知県,名古屋市,7142.958652,2332176,32650,4.84606548
986,愛知県,豊橋市,1419.541985,371920,26200,4.358989087
987,愛知県,岡崎市,993.4245868,384654,38720,4.156806433
988,愛知県,一宮市,3339.246178,380073,11382,4.671453188
989,愛知県,瀬戸市,1147.145422,127792,11140,4.244112579
990,愛知県,半田市,2485.955293,117884,4742,4.56117174
991,愛知県,春日井市,3327.02091,308681,9278,4.669155658
992,愛知県,豊川市,1145.966241,184661,16114,4.241815049
993,愛知県,津島市,2428.935831,60942,2509,4.55198162
994,愛知県,碧南市,1975.408942,72458,3668,4.492245836
995,愛知県,刈谷市,3052.867632,153834,5039,4.641585296
996,愛知県,豊田市,459.8941545,422330,91832,3.701895462
997,愛知県,安城市,2184.660081,187990,8605,4.522113728
998,愛知県,西尾市,1048.542364,169046,16122,4.198161976
999,愛知県,蒲郡市,1396.383427,79538,5696,4.338311315
1000,愛知県,犬山市,975.8344459,73090,7490,4.138426192
1001,愛知県,常滑市,1050.268336,58710,5590,4.202757036
1002,愛知県,江南市,3253.476821,98255,3020,4.657668007
1003,愛知県,小牧市,2369.543066,148831,6281,4.547386559
1004,愛知県,稲沢市,1698.185255,134751,7935,4.421022401
1005,愛知県,新城市,88.84682411,44355,49923,2.401493395
1006,愛知県,東海市,2620.00921,113787,4343,4.579551982
1007,愛知県,大府市,2766.57754,93123,3366,4.602527283
1008,愛知県,知多市,1837.995643,84364,4590,4.457782883
1009,愛知県,知立市,4426.302882,72193,1631,4.744974153
1010,愛知県,尾張旭市,3953.590109,83144,2103,4.728891442
1011,愛知県,高浜市,3516.857361,46106,1311,4.689833429
1012,愛知県,岩倉市,4582.903534,47983,1047,4.747271683
1013,愛知県,豊明市,2984.280792,69295,2322,4.625502585
1014,愛知県,日進市,2621.598396,91520,3491,4.581849512
1015,愛知県,田原市,310.606457,59360,19111,3.426191844
1016,愛知県,愛西市,912.2525495,60829,6668,4.10626077
1017,愛知県,清須市,3881.959654,67352,1735,4.724296381
1018,愛知県,北名古屋市,4702.504083,86385,1837,4.754164273
1019,愛知県,弥富市,876.0944818,43025,4911,4.080987938
1020,愛知県,みよし市,1924.572849,61952,3219,4.483055715
1021,愛知県,あま市,3132.993816,86126,2749,4.648477886
1022,愛知県,長久手市,2791.740139,60162,2155,4.604824813
1023,愛知県,東郷町,2434.997227,43903,1803,4.55427915
1024,愛知県,豊山町,2526.375405,15613,618,4.565766801
1025,愛知県,大口町,1785.819251,24305,1361,4.450890293
1026,愛知県,扶桑町,3050.312779,34133,1119,4.639287766
1027,愛知県,大治町,4916.388467,32399,659,4.770246984
1028,愛知県,蟹江町,3366.816952,37338,1109,4.678345778
1029,愛知県,飛島村,203.9679001,4575,2243,3.07466973
1030,愛知県,阿久比町,1192.563025,28383,2380,4.278575531
1031,愛知県,東浦町,1592.678227,49596,3114,4.40264216
1032,愛知県,南知多町,434.658645,16617,3823,3.66973004
1033,愛知県,美浜町,486.9264069,22496,4620,3.738655945
1034,愛知県,武豊町,1650.929086,43535,2637,4.41412981
1035,愛知県,幸田町,748.3956276,42449,5672,3.986789202
1036,愛知県,設楽町,16.19697744,4437,27394,1.395175187
1037,愛知県,東栄町,23.84503161,2942,12338,1.558299828
1038,愛知県,豊根村,6.524249423,1017,15588,1.133256749
1039,三重県,津市,386.0302596,274537,71118,3.605399196
1040,三重県,四日市市,1479.050847,305424,20650,4.379666858
1041,三重県,伊勢市,589.1683064,122765,20837,3.881102814
1042,三重県,松阪市,255.2118413,159145,62358,3.265364733
1043,三重県,桑名市,1014.365166,138613,13665,4.172889144
1044,三重県,鈴鹿市,1006.222359,195670,19446,4.165996554
1045,三重県,名張市,588.6337366,76387,12977,3.878805284
1046,三重県,尾鷲市,84.33397333,16252,19271,2.364732912
1047,三重県,亀山市,260.8615997,49835,19104,3.290637565
1048,三重県,鳥羽市,163.2662568,17525,10734,2.870189546
1049,三重県,熊野市,42.76148386,15965,37335,1.861573808
1050,三重県,いなべ市,204.5808124,44973,21983,3.081562321
1051,三重県,志摩市,257.3879513,46057,17894,3.272257323
1052,三重県,伊賀市,159.0133099,88766,55823,2.854106835
1053,三重県,木曽岬町,382.6556544,6023,1574,3.593911545
1054,三重県,東員町,1136.86067,25784,2268,4.234922458
1055,三重県,菰野町,379.0206523,40559,10701,3.582423894
1056,三重県,朝日町,1839.899833,11021,599,4.462377944
1057,三重県,川越町,1734.288991,15123,872,4.430212522
1058,三重県,多気町,136.0469629,14021,10306,2.748420448
1059,三重県,明和町,546.6390648,22445,4106,3.832854681
1060,三重県,大台町,23.88800088,8668,36286,1.562894888
1061,三重県,玉城町,367.6607187,15041,4091,3.557151063
1062,三重県,度会町,58.13453845,7847,13498,2.093624354
1063,三重県,大紀町,33.49477113,7815,23332,1.712234348
1064,三重県,南伊勢町,45.42974079,10989,24189,1.902929351
1065,三重県,紀北町,56.92457611,14604,25655,2.075244113
1066,三重県,御浜町,91.67139453,8079,8813,2.433658817
1067,三重県,紀宝町,129.6282341,10321,7962,2.718552556
1068,滋賀県,大津市,742.8688295,345070,46451,3.984491671
1069,滋賀県,彦根市,577.269264,113647,19687,3.876507754
1070,滋賀県,長浜市,166.8614725,113636,68102,2.900057438
1071,滋賀県,近江八幡市,457.1541279,81122,17745,3.695002872
1072,滋賀県,草津市,2121.984665,143913,6782,4.508328547
1073,滋賀県,守山市,1493.558227,83236,5573,4.384261918
1074,滋賀県,栗東市,1306.130195,68820,5269,4.308443423
1075,滋賀県,甲賀市,183.4599892,88358,48162,2.959793222
1076,滋賀県,野洲市,630.2308172,50513,8015,3.920160827
1077,滋賀県,湖南市,773.5795455,54460,7040,4.007466973
1078,滋賀県,高島市,66.91724984,46377,69305,2.176335439
1079,滋賀県,東近江市,290.4936015,112819,38837,3.380241241
1080,滋賀県,米原市,148.6680778,37225,25039,2.817346353
1081,滋賀県,日野町,178.2653061,20964,11760,2.939115451
1082,滋賀県,竜王町,264.624018,11789,4455,3.306720276
1083,滋賀県,愛荘町,550.2501975,20893,3797,3.844342332
1084,滋賀県,豊郷町,914.3589744,7132,780,4.1085583
1085,滋賀県,甲良町,466.7644901,6362,1363,3.715680643
1086,滋賀県,多賀町,53.57590042,7274,13577,2.03159104
1087,京都府,京都市,1768.144426,1463723,82783,4.446295233
1088,京都府,福知山市,139.9102327,77306,55254,2.762205629
1089,京都府,舞鶴市,234.811329,80336,34213,3.203331419
1090,京都府,綾部市,91.74877557,31846,34710,2.435956347
1091,京都府,宇治市,2659.609121,179630,6754,4.588742102
1092,京都府,宮津市,97.01285168,16758,17274,2.495692131
1093,京都府,亀岡市,383.3362989,86174,22480,3.596209075
1094,京都府,城陽市,2280.862122,74607,3271,4.538196439
1095,京都府,向日市,7365.15544,56859,772,4.85295807
1096,京都府,長岡京市,4204.903495,80608,1917,4.738081562
1097,京都府,八幡市,2892.525667,70433,2435,4.616312464
1098,京都府,京田辺市,1718.383038,73753,4292,4.425617461
1099,京都府,京丹後市,101.4278877,50860,50144,2.532452613
1100,京都府,南丹市,51.31245944,31629,61640,1.987937967
1101,京都府,木津川市,915.153295,77907,8513,4.11085583
1102,京都府,大山崎町,2672.194305,15953,597,4.591039632
1103,京都府,久御山町,1100.2886,15250,1386,4.223434808
1104,京都府,井手町,410.5321508,7406,1804,3.630672028
1105,京都府,宇治田原町,153.2152682,8911,5816,2.828834003
1106,京都府,笠置町,48.63945578,1144,2352,1.941987364
1107,京都府,和束町,53.5653781,3478,6493,2.026995979
1108,京都府,精華町,1409.579439,36198,2568,4.352096496
1109,京都府,南山城村,37.29527375,2391,6411,1.771970132
1110,京都府,京丹波町,42.58471081,12907,30309,1.852383688
1111,京都府,伊根町,31.12187248,1928,6195,1.682366456
1112,京都府,与謝野町,185.3847573,20092,10838,2.971280873
1113,大阪府,大阪市,12215.02685,2752412,22533,4.944859276
1114,大阪府,堺市,5513.989188,826161,14983,4.797817346
1115,大阪府,岸和田市,2621.809681,190658,7272,4.584147042
1116,大阪府,豊中市,11034.84474,401558,3639,4.926479035
1117,大阪府,池田市,4742.231256,104993,2214,4.758759334
1118,大阪府,吹田市,10683.48573,385567,3609,4.921883975
1119,大阪府,泉大津市,5192.742498,74412,1433,4.788627226
1120,大阪府,高槻市,3349.776807,352698,10529,4.676048248
1121,大阪府,貝塚市,1922.217164,84443,4393,4.480758185
1122,大阪府,守口市,11258.53659,143096,1271,4.933371626
1123,大阪府,枚方市,6100.875307,397289,6512,4.820792648
1124,大阪府,茨木市,3761.668192,287730,7649,4.7105112
1125,大阪府,八尾市,6343.288591,264642,4172,4.829982769
1126,大阪府,泉佐野市,1771.916475,100131,5651,4.448592763
1127,大阪府,富田林市,2736.63142,108699,3972,4.597932223
1128,大阪府,寝屋川市,9300.931174,229733,2470,4.908098794
1129,大阪府,河内長野市,927.5928122,101692,10963,4.124641011
1130,大阪府,松原市,7061.284514,117641,1666,4.843767949
1131,大阪府,大東市,6533.497537,119367,1827,4.832280299
1132,大阪府,和泉市,2171.040245,184495,8498,4.519816198
1133,大阪府,箕面市,2857.36952,136868,4790,4.611717404
1134,大阪府,柏原市,2715.159889,68775,2533,4.595634693
1135,大阪府,羽曳野市,4111.00189,108736,2645,4.733486502
1136,大阪府,門真市,9736.910569,119764,1230,4.917288914
1137,大阪府,摂津市,5881.37189,87456,1487,4.811602527
1138,大阪府,高石市,4923.451327,55635,1130,4.772544515
1139,大阪府,藤井寺市,7164.004499,63688,889,4.84836301
1140,大阪府,東大阪市,7995.14406,493940,6178,4.880528432
1141,大阪府,泉南市,1227.072274,60102,4898,4.285468122
1142,大阪府,四條畷市,2952.220439,55177,1869,4.623205055
1143,大阪府,交野市,2936.712329,75033,2555,4.618609994
1144,大阪府,大阪狭山市,4902.265101,58435,1192,4.765651924
1145,大阪府,阪南市,1417.030688,51254,3617,4.354394026
1146,大阪府,島本町,1839.797739,30927,1681,4.460080414
1147,大阪府,豊能町,532.2947001,18279,3434,3.81447444
1148,大阪府,能勢町,91.93924051,9079,9875,2.438253877
1149,大阪府,忠岡町,4173.047859,16567,397,4.735784032
1150,大阪府,熊取町,2538.457077,43763,1724,4.570361861
1151,大阪府,田尻町,1500.711744,8434,562,4.388856979
1152,大阪府,岬町,299.7356649,14741,4918,3.396323952
1153,大阪府,太子町,918.0663373,13009,1417,4.11545089
1154,大阪府,河南町,621.4172605,15697,2526,3.906375646
1155,大阪府,千早赤阪村,131.6085791,4909,3730,2.730040207
1156,兵庫県,神戸市,2737.908626,1525152,55705,4.600229753
1157,兵庫県,姫路市,992.3956151,530495,53456,4.154508903
1158,兵庫県,尼崎市,9063.163084,459593,5071,4.905801264
1159,兵庫県,明石市,6143.282072,303601,4942,4.823090178
1160,兵庫県,西宮市,4857.813125,485587,9996,4.763354394
1161,兵庫県,洲本市,226.099353,41236,18238,3.173463527
1162,兵庫県,芦屋市,5085.110991,93922,1847,4.779437105
1163,兵庫県,伊丹市,7925.52,198138,2500,4.878230902
1164,兵庫県,相生市,313.6615044,28355,9040,3.428489374
1165,兵庫県,豊岡市,111.0873772,77489,69755,2.608271109
1166,兵庫県,加古川市,1883.867707,260878,13848,4.469270534
1167,兵庫県,赤穂市,361.7816318,45892,12685,3.552556002
1168,兵庫県,西脇市,292.0039263,38673,13244,3.384836301
1169,兵庫県,宝塚市,2224.282908,226432,10180,4.531303848
1170,兵庫県,三木市,426.5707325,75294,17651,3.658242389
1171,兵庫県,高砂市,2551.541594,87722,3438,4.572659391
1172,兵庫県,川西市,2850.318114,152321,5344,4.609419874
1173,兵庫県,小野市,511.7495158,47562,9294,3.791499138
1174,兵庫県,三田市,519.3895017,109238,21032,3.796094199
1175,兵庫県,加西市,282.8189164,42700,15098,3.352670879
1176,兵庫県,丹波篠山市,104.9047909,39611,37759,2.555427915
1177,兵庫県,養父市,52.3255539,22129,42291,2.004020678
1178,兵庫県,丹波市,124.634537,61471,49321,2.693279724
1179,兵庫県,南あわじ市,192.7295751,44137,22901,3.024124067
1180,兵庫県,朝来市,71.92229445,28989,40306,2.236071223
1181,兵庫県,淡路市,227.7844116,41967,18424,3.178058587
1182,兵庫県,宍粟市,52.87302214,34819,65854,2.010913268
1183,兵庫県,加東市,257.9815931,40645,15755,3.279149914
1184,兵庫県,たつの市,352.4256651,74316,21087,3.529580701
1185,兵庫県,猪名川町,328.5730101,29680,9033,3.451464675
1186,兵庫県,多可町,104.0066958,19261,18519,2.550832855
1187,兵庫県,稲美町,866.7812142,30268,3492,4.074095348
1188,兵庫県,播磨町,3680.613363,33604,913,4.70132108
1189,兵庫県,市川町,135.853393,11231,8267,2.746122918
1190,兵庫県,福崎町,423.170998,19377,4579,3.651349799
1191,兵庫県,神河町,52.49468427,10616,20223,2.006318208
1192,兵庫県,太子町,1480.628041,33477,2261,4.381964388
1193,兵庫県,上郡町,92.36656462,13879,15026,2.445146468
1194,兵庫県,佐用町,51.59705959,15863,30744,1.994830557
1195,兵庫県,香美町,43.5610272,16064,36877,1.875358989
1196,兵庫県,新温泉町,55.25911788,13318,24101,2.056863871
1197,奈良県,奈良市,1280.530079,354630,27694,4.301550833
1198,奈良県,大和高田市,3746.601942,61744,1648,4.70591614
1199,奈良県,大和郡山市,1950.925275,83285,4269,4.489948306
1200,奈良県,天理市,739.2848878,63889,8642,3.982194141
1201,奈良県,橿原市,3056.673407,120922,3956,4.643882826
1202,奈良県,桜井市,554.6153068,54857,9891,3.851234922
1203,奈良県,五條市,95.63386069,27927,29202,2.48650201
1204,奈良県,御所市,397.7550347,24096,6058,3.623779437
1205,奈良県,生駒市,2195.202258,116675,5315,4.524411258
1206,奈良県,香芝市,3219.826876,78113,2426,4.653072947
1207,奈良県,葛城市,1092.289442,36832,3372,4.221137277
1208,奈良県,宇陀市,113.620202,28121,24750,2.62665135
1209,奈良県,山添村,48.49669272,3226,6652,1.937392303
1210,奈良県,平群町,753.5146444,18009,2390,3.993681792
1211,奈良県,三郷町,2641.52446,23219,879,4.586444572
1212,奈良県,斑鳩町,1933.216538,27587,1427,4.485353245
1213,奈良県,安堵町,1676.334107,7225,431,4.418724871
1214,奈良県,川西町,1377.234401,8167,593,4.331418725
1215,奈良県,三宅町,1585.960591,6439,406,4.40034463
1216,奈良県,田原本町,1478.283547,31177,2109,4.377369328
1217,奈良県,曽爾村,27.11474037,1295,4776,1.627225732
1218,奈良県,御杖村,18.58507163,1479,7958,1.44801838
1219,奈良県,高取町,260.9150834,6729,2579,3.292935095
1220,奈良県,明日香村,214.8962656,5179,2410,3.125215393
1221,奈良県,上牧町,3536.482085,21714,614,4.692130959
1222,奈良県,王寺町,3429.814551,24043,701,4.682940839
1223,奈良県,広陵町,2074.233129,33810,1630,4.503733487
1224,奈良県,河合町,2067.800729,17018,823,4.501435956
1225,奈良県,吉野町,65.1228437,6229,9565,2.155657668
1226,奈良県,大淀町,439.0551181,16728,3810,3.67202757
1227,奈良県,下市町,81.25504114,5037,6199,2.33486502
1228,奈良県,黒滝村,13.06079665,623,4770,1.310166571
1229,奈良県,天川村,6.694751224,1176,17566,1.14244687
1230,奈良県,野迫川村,2.304712718,357,15490,1.016082711
1231,奈良県,十津川村,4.552485202,3061,67238,1.071223435
1232,奈良県,下北山村,5.645100832,753,13339,1.103388857
1233,奈良県,上北山村,1.619137918,444,27422,1.00689259
1234,奈良県,川上村,4.293248162,1156,26926,1.062033314
1235,奈良県,東吉野村,11.40903912,1502,13165,1.261918438
1236,和歌山県,和歌山市,1708.063203,356729,20885,4.423319931
1237,和歌山県,海南市,478.6166634,48369,10106,3.731763354
1238,和歌山県,橋本市,465.8598238,60818,13055,3.713383113
1239,和歌山県,有田市,720.5538963,26538,3683,3.96840896
1240,和歌山県,御坊市,534.7529037,23481,4391,3.8190695
1241,和歌山県,田辺市,68.03906866,69870,102691,2.197013211
1242,和歌山県,新宮市,106.4569212,27171,25523,2.562320505
1243,和歌山県,紀の川市,257.7275317,58816,22821,3.274554854
1244,和歌山県,岩出市,1401.376266,53967,3851,4.347501436
1245,和歌山県,紀美野町,64.32912576,8256,12834,2.148765078
1246,和歌山県,かつらぎ町,105.2607291,15967,15169,2.557725445
1247,和歌山県,九度山町,87.33861835,3856,4415,2.385410684
1248,和歌山県,高野町,21.67408597,2970,13703,1.512349225
1249,和歌山県,湯浅町,534.7115385,11122,2080,3.81677197
1250,和歌山県,広川町,103.7643458,6781,6535,2.546237794
1251,和歌山県,有田川町,71.78831287,25258,35184,2.233773693
1252,和歌山県,美浜町,537.7447142,6867,1277,3.82136703
1253,和歌山県,日高町,166.0463103,7673,4621,2.893164848
1254,和歌山県,由良町,173.4238603,5364,3093,2.92073521
1255,和歌山県,印南町,67.94578419,7720,11362,2.194715681
1256,和歌山県,みなべ町,98.25407383,11818,12028,2.511774842
1257,和歌山県,日高川町,27.80240659,9219,33159,1.631820793
1258,和歌山県,白浜町,100.8109856,20262,20099,2.525560023
1259,和歌山県,上富田町,265.574342,15236,5737,3.311315336
1260,和歌山県,すさみ町,21.1235311,3685,17445,1.500861574
1261,和歌山県,那智勝浦町,77.12072446,14137,18331,2.291211947
1262,和歌山県,太地町,480.3786575,2791,581,3.734060885
1263,和歌山県,古座川町,8.428780206,2480,29423,1.174612292
1264,和歌山県,北山村,8.381742739,404,4820,1.172314762
1265,和歌山県,串本町,110.2601902,14959,13567,2.599080988
1266,鳥取県,鳥取市,246.2596856,188465,76531,3.233199311
1267,鳥取県,米子市,1112.498112,147317,13242,4.228029868
1268,鳥取県,倉吉市,170.8630449,46485,27206,2.913842619
1269,鳥取県,境港市,1124.699416,32740,2911,4.230327398
1270,鳥取県,岩美町,88.2920448,10799,12231,2.394600804
1271,鳥取県,若桜町,14.37895371,2864,19918,1.346927053
1272,鳥取県,智頭町,28.60258122,6427,22470,1.645605974
1273,鳥取県,八頭町,77.09835035,15937,20671,2.288914417
1274,鳥取県,三朝町,25.95066804,6060,23352,1.601952901
1275,鳥取県,湯梨浜町,206.0182215,16055,7793,3.086157381
1276,鳥取県,琴浦町,116.917911,16365,13997,2.649626651
1277,鳥取県,北栄町,249.8770636,14228,5694,3.256174612
1278,鳥取県,日吉津村,833.5714286,3501,420,4.058012636
1279,鳥取県,大山町,81.00558659,15370,18974,2.33256749
1280,鳥取県,南部町,90.52880821,10323,11403,2.426766226
1281,鳥取県,伯耆町,76.70682731,10696,13944,2.284319357
1282,鳥取県,日南町,12.30642891,4196,34096,1.280298679
1283,鳥取県,日野町,21.69726825,2907,13398,1.514646755
1284,鳥取県,江府町,21.45840026,2672,12452,1.507754164
1285,島根県,松江市,355.356987,203616,57299,3.541068352
1286,島根県,浜田市,79.04552299,54592,69064,2.309592188
1287,島根県,出雲市,276.7410943,172775,62432,3.338885698
1288,島根県,益田市,61.37972422,45003,73319,2.123492246
1289,島根県,大田市,75.44907429,32846,43534,2.268236646
1290,島根県,安来市,88.04789395,37062,42093,2.392303274
1291,島根県,江津市,85.59126156,22959,26824,2.373923033
1292,島根県,雲南市,65.09092881,36007,55318,2.153360138
1293,島根県,奥出雲町,32.19749463,11849,36801,1.698449167
1294,島根県,飯南町,18.84469697,4577,24288,1.454910971
1295,島根県,川本町,30.51771117,3248,10643,1.663986215
1296,島根県,美郷町,15.39304397,4355,28292,1.369902355
1297,島根県,邑南町,24.23859381,10163,41929,1.567489948
1298,島根県,津和野町,22.39194867,6875,30703,1.528431936
1299,島根県,吉賀町,18.05943536,6077,33650,1.44342332
1300,島根県,海士町,67.7930622,2267,3344,2.19012062
1301,島根県,西ノ島町,49.8123995,2788,5597,1.969557725
1302,島根県,知夫村,46.27737226,634,1370,1.912119472
1303,島根県,隠岐の島町,55.36641662,13433,24262,2.063756462
1304,岡山県,岡山市,917.3884423,724691,78995,4.11315336
1305,岡山県,倉敷市,1332.861516,474592,35607,4.324526134
1306,岡山県,津山市,197.3752296,99937,50633,3.044801838
1307,岡山県,玉野市,545.7713844,56531,10358,3.830557151
1308,岡山県,笠岡市,338.7080179,46088,13607,3.499712809
1309,岡山県,井原市,157.6086064,38384,24354,2.849511775
1310,岡山県,総社市,325.7668712,69030,21190,3.437679495
1311,岡山県,高梁市,53.14905209,29072,54699,2.017805859
