,,,人口密度,人口,面積(km2),
1312,岡山県,新見市,35.39563085,28079,79329,1.74439977
1313,岡山県,備前市,125.203378,32320,25814,2.700172315
1314,岡山県,瀬戸内市,287.326638,36048,12546,3.37334865
1315,岡山県,赤磐市,203.7686282,42661,20936,3.06777714
1316,岡山県,真庭市,51.56723353,42725,82853,1.992533027
1317,岡山県,美作市,60.42302406,25939,42929,2.112004595
1318,岡山県,浅口市,493.1086368,32772,6646,3.763928777
1319,岡山県,和気町,94.46640316,13623,14421,2.470419299
1320,岡山県,早島町,1623.097113,12368,762,4.40493969
1321,岡山県,里庄町,895.3393295,10950,1223,4.094773119
1322,岡山県,矢掛町,148.0247186,13414,9062,2.810453762
1323,岡山県,新庄村,12.11443898,813,6711,1.278001149
1324,岡山県,鏡野町,28.74094548,12062,41968,1.647903504
1325,岡山県,勝央町,201.4431082,10888,5405,3.051694428
1326,岡山県,奈義町,80.23590334,5578,6952,2.314187249
1327,岡山県,西粟倉村,24.11592203,1398,5797,1.565192418
1328,岡山県,久米南町,57.59694851,4530,7865,2.082136703
1329,岡山県,美咲町,56.22173407,13053,23217,2.070649052
1330,岡山県,吉備中央町,40.50152541,10886,26878,1.824813326
1331,広島県,広島市,1324.326947,1200754,90669,4.322228604
1332,広島県,呉市,608.2022504,214592,35283,3.899483056
1333,広島県,竹原市,202.9349573,23993,11823,3.063182079
1334,広島県,三原市,192.091366,90573,47151,3.019529006
1335,広島県,尾道市,460.4394833,131170,28488,3.704192993
1336,広島県,福山市,890.3075021,460930,51772,4.087880528
1337,広島県,府中市,192.3627075,37655,19575,3.021826536
1338,広島県,三次市,65.12760544,50681,77818,2.157955198
1339,広島県,庄原市,26.98216592,33633,124649,1.624928202
1340,広島県,大竹市,334.5919146,26319,7866,3.485927628
1341,広島県,東広島市,309.5457766,196608,63515,3.421596783
1342,広島県,廿日市市,233.2488917,114173,48949,3.196438828
1343,広島県,安芸高田市,49.1863644,26448,53771,1.958070075
1344,広島県,江田島市,217.8837556,21930,10065,3.132107984
1345,広島県,府中町,4914.024976,51155,1041,4.767949454
1346,広島県,海田町,2149.093546,29636,1379,4.512923607
1347,広島県,熊野町,676.3625592,22834,3376,3.954623779
1348,広島県,坂町,801.9120459,12582,1569,4.032739805
1349,広島県,安芸太田町,16.78902571,5740,34189,1.411257898
1350,広島県,北広島町,27.48839369,17763,64620,1.629523262
1351,広島県,大崎上島町,166.0403619,7158,4311,2.890867318
1352,広島県,世羅町,54.37908967,15125,27814,2.03848363
1353,広島県,神石高原町,21.59798942,8250,38198,1.510051694
1354,山口県,下関市,356.0772324,255051,71628,3.543365882
1355,山口県,宇部市,567.1376243,162570,28665,3.862722573
1356,山口県,山口市,189.562464,193966,102323,2.998851235
1357,山口県,萩市,63.90571523,44626,69831,2.146467547
1358,山口県,防府市,601.8851983,113979,18937,3.892590465
1359,山口県,下松市,625.5540631,55887,8934,3.913268237
1360,山口県,岩国市,147.7960786,129125,87367,2.805858702
1361,山口県,光市,540.5188321,49798,9213,3.825962091
1362,山口県,長門市,91.01060704,32519,35731,2.431361287
1363,山口県,柳井市,219.9143163,30799,14005,3.150488225
1364,山口県,美祢市,49.18542654,23247,47264,1.955772545
1365,山口県,周南市,209.571988,137540,65629,3.104537622
1366,山口県,山陽小野田市,453.2722218,60326,13309,3.688110281
1367,山口県,周防大島町,107.1542361,14798,13810,2.566915566
1368,山口県,和木町,570.3213611,6034,1058,3.865020103
1369,山口県,上関町,67.51225137,2342,3469,2.18552556
1370,山口県,田布施町,287.2471242,14483,5042,3.37105112
1371,山口県,平生町,344.9334105,11914,3454,3.51349799
1372,山口県,阿武町,26.34756361,3055,11595,1.611143021
1373,徳島県,徳島市,1317.831036,252391,19152,4.317633544
1374,徳島県,鳴門市,402.6389503,54622,13566,3.626076967
1375,徳島県,小松島市,796.7599736,36149,4537,4.023549684
1376,徳島県,阿南市,248.7735004,69470,27925,3.249282022
1377,徳島県,吉野川市,268.9884834,38772,14414,3.325100517
1378,徳島県,阿波市,181.6388467,34713,19111,2.955198162
1379,徳島県,美馬市,76.41499156,28055,36714,2.282021827
1380,徳島県,三好市,32.72019073,23605,72142,1.705341758
1381,徳島県,勝浦町,69.26822283,4837,6983,2.215393452
1382,徳島県,上勝町,12.58779531,1380,10963,1.2894888
1383,徳島県,佐那河内村,48.67549669,2058,4228,1.944284894
1384,徳島県,石井町,860.762565,24833,2885,4.071797817
1385,徳島県,神山町,26.81477207,4647,17330,1.622630672
1386,徳島県,那賀町,10.60030504,7367,69498,1.229753016
1387,徳島県,牟岐町,66.10738255,3743,5662,2.164847789
1388,徳島県,美波町,44.20918005,6222,14074,1.88684664
1389,徳島県,海陽町,25.50737022,8358,32767,1.59046525
1390,徳島県,松茂町,1016.945607,14583,1434,4.175186674
1391,徳島県,北島町,2602.402746,22745,874,4.577254451
1392,徳島県,藍住町,2166.318377,35246,1627,4.517518667
1393,徳島県,板野町,360.0773054,13042,3622,3.550258472
1394,徳島県,上板町,329.2076345,11384,3458,3.453762206
1395,徳島県,つるぎ町,39.59659208,7715,19484,1.808730615
1396,徳島県,東みよし町,111.2181581,13622,12248,2.610568639
1397,香川県,高松市,1111.721787,417496,37554,4.225732338
1398,香川県,丸亀市,979.2810516,109513,11183,4.140723722
1399,香川県,坂出市,547.345659,50624,9249,3.839747272
1400,香川県,善通寺市,792.1612822,31631,3993,4.018954624
1401,香川県,観音寺市,487.4649919,57438,11783,3.740953475
1402,香川県,さぬき市,296.3245492,47003,15862,3.391728891
1403,香川県,東かがわ市,184.9993458,28279,15286,2.968983343
1404,香川県,三豊市,277.7593175,61857,22270,3.341183228
1405,香川県,土庄町,172.8006457,12846,7434,2.918437679
1406,香川県,小豆島町,145.0988597,13870,9559,2.792073521
1407,香川県,三木町,354.6846134,26878,7578,3.536473291
1408,香川県,直島町,218.3673469,3103,1421,3.134405514
1409,香川県,宇多津町,2308.518519,18699,810,4.542791499
1410,香川県,綾川町,206.7699317,22693,10975,3.095347501
1411,香川県,琴平町,999.7638725,8468,847,4.161401493
1412,香川県,多度津町,920.2542025,22445,2439,4.120045951
1413,香川県,まんのう町,89.48830033,17401,19445,2.410683515
1414,愛媛県,松山市,1190.618377,511192,42935,4.273980471
1415,愛媛県,今治市,361.8043463,151672,41921,3.554853532
1416,愛媛県,宇和島市,151.2495728,70809,46816,2.821941413
1417,愛媛県,八幡浜市,241.138334,31987,13265,3.21941413
1418,愛媛県,新居浜市,494.4683755,115938,23447,3.766226307
1419,愛媛県,西条市,205.4564348,104791,51004,3.083859851
1420,愛媛県,大洲市,93.89752846,40575,43212,2.465824239
1421,愛媛県,伊予市,180.6974232,35133,19443,2.950603102
1422,愛媛県,四国中央市,196.4533283,82754,42124,3.042504308
1423,愛媛県,西予市,68.80273749,35388,51434,2.208500862
1424,愛媛県,東温市,160.4495977,33903,21130,2.858701895
1425,愛媛県,上島町,214.2527979,6509,3038,3.122917863
1426,愛媛県,久万高原町,12.68481557,7404,58369,1.29638139
1427,愛媛県,松前町,1451.739343,29630,2041,4.368179207
1428,愛媛県,砥部町,201.5946451,20480,10159,3.053991959
1429,愛媛県,内子町,51.17055739,15322,29943,1.983342906
1430,愛媛県,伊方町,89.49163381,8397,9383,2.412981045
1431,愛媛県,松野町,37.31843575,3674,9845,1.774267662
1432,愛媛県,鬼北町,40.02811311,9682,24188,1.815623205
1433,愛媛県,愛南町,82.0331464,19601,23894,2.346352671
1434,高知県,高知市,1056.779935,326545,30900,4.205054566
1435,高知県,室戸市,47.30481025,11742,24822,1.925904652
1436,高知県,安芸市,51.21389835,16243,31716,1.985640437
1437,高知県,南国市,372.4181963,46664,12530,3.573233774
1438,高知県,土佐市,281.2240437,25732,9150,3.345778288
1439,高知県,須崎市,152.2928994,20590,13520,2.826536473
1440,高知県,宿毛市,66.51639058,19033,28614,2.169442849
1441,高知県,土佐清水市,46.6731972,12388,26542,1.919012062
1442,高知県,四万十市,51.704833,32694,63232,1.997128087
1443,高知県,香南市,254.6813222,32207,12646,3.260769673
1444,高知県,香美市,49.29349645,26513,53786,1.960367605
1445,高知県,東洋町,29.64063767,2194,7402,1.654796094
1446,高知県,奈半利町,106.9439549,3034,2837,2.564618036
1447,高知県,田野町,382.5421133,2498,653,3.591614015
1448,高知県,安田町,45.26355997,2370,5236,1.89603676
1449,高知県,北川村,5.825242718,1146,19673,1.107983917
1450,高知県,馬路村,4.502054629,745,16548,1.068925905
1451,高知県,芸西村,93.28282828,3694,3960,2.456634118
1452,高知県,本山町,24.29593205,3261,13422,1.569787478
1453,高知県,大豊町,10.32184346,3252,31506,1.218265365
1454,高知県,土佐町,17.69198133,3753,21213,1.436530729
1455,高知県,大川村,3.841713026,366,9527,1.043653073
1456,高知県,いの町,45.3829331,21374,47097,1.900631821
1457,高知県,仁淀川町,14.4954955,4827,33300,1.351522114
1458,高知県,中土佐町,31.06464469,6002,19321,1.677771396
1459,高知県,佐川町,122.2519841,12323,10080,2.670304423
1460,高知県,越知町,46.33318446,5187,11195,1.914417002
1461,高知県,檮原町,13.98604356,3307,23645,1.335439403
1462,高知県,日高村,107.2909699,4812,4485,2.571510626
1463,高知県,津野町,26.74248168,5291,19785,1.620333142
1464,高知県,四万十町,24.29937099,15607,64228,1.572085009
1465,高知県,大月町,43.16168597,4434,10273,1.868466399
1466,高知県,三原村,16.83261099,1437,8537,1.413555428
1467,高知県,黒潮町,54.45187308,10262,18846,2.04078116
1468,福岡県,北九州市,1906.657868,939029,49250,4.476163125
1469,福岡県,福岡市,4694.418727,1612392,34347,4.751866743
1470,福岡県,大牟田市,1366.249233,111281,8145,4.326823665
1471,福岡県,久留米市,1318.994608,303316,22996,4.319931074
1472,福岡県,直方市,910.1683938,56212,6176,4.10396324
1473,福岡県,飯塚市,590.5963732,126364,21396,3.883400345
1474,福岡県,田川市,846.984418,46203,5455,4.067202757
1475,福岡県,柳川市,835.7096565,64475,7715,4.060310167
1476,福岡県,八女市,125.6280574,60608,48244,2.702469845
1477,福岡県,筑後市,1168.66922,48827,4178,4.26479035
1478,福岡県,大川市,981.2016657,32988,3362,4.145318782
1479,福岡県,行橋市,1019.352076,71426,7007,4.179781735
1480,福岡県,豊前市,219.7189442,24391,11101,3.148190695
1481,福岡県,中間市,2528.947368,40362,1596,4.568064331
1482,福岡県,小郡市,1304.328719,59360,4551,4.306145893
1483,福岡県,筑紫野市,1177.601733,103311,8773,4.271682941
1484,福岡県,春日市,7846.14841,111023,1415,4.875933372
1485,福岡県,大野城市,3796.392711,102085,2689,4.715106261
1486,福岡県,宗像市,809.5297649,97095,11994,4.037334865
1487,福岡県,太宰府市,2471.756757,73164,2960,4.55887421
1488,福岡県,古賀市,1397.33777,58786,4207,4.340608845
1489,福岡県,福津市,1270.526914,67033,5276,4.299253303
1490,福岡県,うきは市,238.2172655,27981,11746,3.210224009
1491,福岡県,宮若市,187.8562754,26298,13999,2.985066054
1492,福岡県,嘉麻市,262.5490341,35473,13511,3.299827685
1493,福岡県,朝倉市,203.7736614,50273,24671,3.07007467
1494,福岡県,みやま市,340.8516301,35861,10521,3.508902929
1495,福岡県,糸島市,458.4218091,98877,21569,3.697300402
1496,福岡県,那珂川市,668.6057372,50112,7495,3.947731189
1497,福岡県,宇美町,1246.971202,37671,3021,4.294658242
1498,福岡県,篠栗町,801.6696635,31209,3893,4.028144744
1499,福岡県,志免町,5336.823936,46377,869,4.793222286
1500,福岡県,須恵町,1755.242183,28628,1631,4.439402642
1501,福岡県,新宮町,1739.408347,32927,1893,4.434807582
1502,福岡県,久山町,242.2008547,9068,3744,3.22171166
1503,福岡県,粕屋町,3410.474168,48190,1413,4.680643308
1504,福岡県,芦屋町,1169.689119,13545,1158,4.269385411
1505,福岡県,水巻町,2553.496821,28114,1101,4.574956921
1506,福岡県,岡垣町,637.4794408,31007,4864,3.924755887
1507,福岡県,遠賀町,845.282167,18723,2215,4.064905227
1508,福岡県,小竹町,500.7703081,7151,1428,3.775416427
1509,福岡県,鞍手町,423.5955056,15080,3560,3.653647329
1510,福岡県,桂川町,639.4240318,12878,2014,3.927053418
1511,福岡県,筑前町,440.9985097,29591,6710,3.676622631
1512,福岡県,東峰村,36.54031172,1899,5197,1.767375072
1513,福岡県,大刀洗町,679.5534151,15521,2284,3.95692131
1514,福岡県,大木町,749.4577007,13820,1844,3.989086732
1515,福岡県,広川町,526.331049,19969,3794,3.805284319
1516,福岡県,香春町,229.011236,10191,4450,3.182653647
1517,福岡県,添田町,66.57337368,8801,13220,2.171740379
1518,福岡県,糸田町,1045.646766,8407,804,4.193566916
1519,福岡県,川崎町,419.9225235,15176,3614,3.644457209
1520,福岡県,大任町,351.1921459,5008,1426,3.527283171
1521,福岡県,赤村,86.74171357,2774,3198,2.380815623
1522,福岡県,福智町,508.7494056,21398,4206,3.786904078
1523,福岡県,苅田町,760.0645422,37684,4958,3.998276852
1524,福岡県,みやこ町,124.3887934,18825,15134,2.686387134
1525,福岡県,吉富町,1142.657343,6536,572,4.239517519
1526,福岡県,上毛町,116.1274824,7251,6244,2.645031591
1527,福岡県,築上町,143.70872,17189,11961,2.7828834
1528,佐賀県,佐賀市,540.2737252,233301,43182,3.823664561
1529,佐賀県,唐津市,240.7157506,117373,48760,3.2171166
1530,佐賀県,鳥栖市,1034.523146,74196,7172,4.186674325
1531,佐賀県,多久市,189.4676885,18295,9656,2.994256175
1532,佐賀県,伊万里市,206.1780146,52629,25526,3.088454911
1533,佐賀県,武雄市,245.209826,47914,19540,3.22860425
1534,佐賀県,鹿島市,248.7691759,27892,11212,3.246984492
1535,佐賀県,小城市,458.7412587,43952,9581,3.699597932
1536,佐賀県,嬉野市,204.4774939,25848,12641,3.07926479
1537,佐賀県,神埼市,247.9181651,31022,12513,3.240091901
1538,佐賀県,吉野ヶ里町,371.0616049,16323,4399,3.568638713
1539,佐賀県,基山町,778.7810384,17250,2215,4.009764503
1540,佐賀県,上峰町,725.46875,9286,1280,3.970706491
1541,佐賀県,みやき町,491.3520801,25511,5192,3.759333716
1542,佐賀県,玄海町,156.1525612,5609,3592,2.842619184
1543,佐賀県,有田町,288.6864085,19010,6585,3.37564618
1544,佐賀県,大町町,547.2173913,6293,1150,3.837449742
1545,佐賀県,江北町,384.4855305,9566,2488,3.598506605
1546,佐賀県,白石町,221.4845319,22051,9956,3.155083285
1547,佐賀県,太良町,109.3001346,8121,7430,2.589890867
1548,長崎県,長崎市,1008.449802,409118,40569,4.168294084
1549,長崎県,佐世保市,570.9326072,243223,42601,3.867317634
1550,長崎県,島原市,522.3963356,43338,8296,3.800689259
1551,長崎県,諫早市,391.6205857,133852,34179,3.619184377
1552,長崎県,大村市,752.7578316,95397,12673,3.991384262
1553,長崎県,平戸市,124.8936713,29365,23512,2.697874785
1554,長崎県,松浦市,162.9337419,21271,13055,2.867892016
1555,長崎県,対馬市,40.29006813,28502,70742,1.822515796
1556,長崎県,壱岐市,178.9413284,24948,13942,2.941412981
1557,長崎県,五島市,81.85994478,34391,42012,2.344055141
1558,長崎県,西海市,108.6462124,26275,24184,2.585295807
1559,長崎県,雲仙市,191.7596006,41096,21431,3.014933946
1560,長崎県,南島原市,248.8097337,42330,17013,3.251579552
1561,長崎県,長与町,1419.422207,40780,2873,4.356691557
1562,長崎県,時津町,1401.098376,29339,2094,4.345203906
1563,長崎県,東彼杵町,103.9305425,7721,7429,2.548535325
1564,長崎県,川棚町,359.114094,13377,3725,3.547960942
1565,長崎県,波佐見町,255.1964286,14291,5600,3.263067203
1566,長崎県,小値賀町,89.7254902,2288,2550,2.419873636
1567,長崎県,佐々町,431.2461252,13912,3226,3.66053992
1568,長崎県,新上五島町,81.79354175,17503,21399,2.341757611
1569,熊本県,熊本市,1892.972433,738865,39032,4.473865594
1570,熊本県,八代市,180.6382011,123067,68129,2.948305572
1571,熊本県,人吉市,147.7463785,31108,21055,2.803561172
1572,熊本県,荒尾市,886.037999,50832,5737,4.085582998
1573,熊本県,水俣市,144.2648049,23557,16329,2.78518093
1574,熊本県,玉名市,421.310616,64292,15260,3.646754739
1575,熊本県,山鹿市,163.5857052,49025,29969,2.872487076
1576,熊本県,菊池市,167.6575763,46416,27685,2.902354968
1577,熊本県,宇土市,486.1641992,36122,7430,3.736358415
1578,熊本県,上天草市,193.9133181,24563,12667,3.031016657
1579,熊本県,宇城市,302.2844119,57032,18867,3.400919012
1580,熊本県,阿蘇市,66.25033218,24930,37630,2.167145319
1581,熊本県,天草市,110.8230236,75783,68382,2.605973578
1582,熊本県,合志市,1161.346118,61772,5319,4.25560023
1583,熊本県,美里町,65.22222222,9392,14400,2.162550258
1584,熊本県,玉東町,207.3571722,5045,2433,3.097645032
1585,熊本県,南関町,130.2814858,8979,6892,2.720850086
1586,熊本県,長洲町,790.7407407,15372,1944,4.016657094
1587,熊本県,和水町,94.57380036,9342,9878,2.472716829
1588,熊本県,大津町,355.0655903,35187,9910,3.538770821
1589,熊本県,菊陽町,1156.887347,43337,3746,4.2533027
1590,熊本県,南小国町,32.35547886,3750,11590,1.703044227
1591,熊本県,小国町,48.12326566,6590,13694,1.932797243
1592,熊本県,産山村,22.72652524,1382,6081,1.537622056
1593,熊本県,高森町,33.06866217,5789,17506,1.707639288
1594,熊本県,西原村,83.21678322,6426,7722,2.355542791
1595,熊本県,南阿蘇村,71.62831343,9836,13732,2.226881103
1596,熊本県,御船町,164.6268807,16303,9903,2.879379667
1597,熊本県,嘉島町,573.3933934,9547,1665,3.871912694
1598,熊本県,益城町,494.9756395,32510,6568,3.770821367
1599,熊本県,甲佐町,174.9007423,10132,5793,2.92303274
1600,熊本県,山都町,24.79115795,13503,54467,1.58816772
1601,熊本県,氷川町,332.5539568,11094,3336,3.472142447
1602,熊本県,芦北町,67.00995684,15681,23401,2.17863297
1603,熊本県,津奈木町,124.8239437,4254,3408,2.695577254
1604,熊本県,錦町,120.9783631,10288,8504,2.658816772
1605,熊本県,多良木町,54.72084891,9076,16586,2.049971281
1606,熊本県,湯前町,74.98449452,3627,4837,2.263641585
1607,熊本県,水上村,10.64620863,2033,19096,1.232050546
1608,熊本県,相良村,43.05056061,4070,9454,1.863871338
1609,熊本県,五木村,3.681005852,931,25292,1.036760482
1610,熊本県,山江村,26.7183761,3238,12119,1.618035612
1611,熊本県,球磨村,11.72078235,2433,20758,1.266513498
1612,熊本県,あさぎり町,91.97793933,14676,15956,2.440551407
1613,熊本県,苓北町,105.2678307,7114,6758,2.560022975
1614,大分県,大分市,946.7027608,475614,50239,4.129236071
1615,大分県,別府市,920.0654221,115321,12534,4.11774842
1616,大分県,中津市,168.6126485,82863,49144,2.909247559
1617,大分県,日田市,94.07534195,62657,66603,2.468121769
1618,大分県,佐伯市,74.0206391,66851,90314,2.254451465
1619,大分県,臼杵市,124.168956,36158,29120,2.681792074
1620,大分県,津久見市,202.5666834,16100,7948,3.060884549
1621,大分県,竹田市,42.57742969,20332,47753,1.850086157
1622,大分県,豊後高田市,107.2148953,22112,20624,2.569213096
1623,大分県,杵築市,99.96786632,27999,28008,2.523262493
1624,大分県,宇佐市,120.1935998,52771,43905,2.654221712
1625,大分県,豊後大野市,55.8659681,33695,60314,2.068351522
1626,大分県,由布市,102.63059,32772,31932,2.539345204
1627,大分県,国東市,82.46463376,26232,31810,2.348650201
1628,大分県,姫島村,246.7811159,1725,699,3.237794371
1629,大分県,日出町,378.4193284,27723,7326,3.580126364
1630,大分県,九重町,31.47363378,8541,27137,1.691556577
1631,大分県,玖珠町,50.19539428,14386,28660,1.976450316
1632,宮崎県,宮崎市,623.6135929,401339,64357,3.910970706
1633,宮崎県,都城市,245.8675156,160640,65336,3.230901781
1634,宮崎県,延岡市,136.3954748,118394,86802,2.753015508
1635,宮崎県,日南市,94.95602159,50848,53549,2.47731189
1636,宮崎県,小林市,77.57349676,43670,56295,2.295807007
1637,宮崎県,日向市,176.9984268,59629,33689,2.93222286
1638,宮崎県,串間市,57.03919707,16822,29492,2.077541643
1639,宮崎県,西都市,65.20203286,28610,43879,2.160252728
1640,宮崎県,えびの市,62.34050825,17638,28293,2.132682366
1641,宮崎県,三股町,232.6031631,25591,11002,3.194141298
1642,宮崎県,高原町,101.1710973,8639,8539,2.530155083
1643,宮崎県,国富町,140.840542,18398,13063,2.764503159
1644,宮崎県,綾町,72.84378611,6934,9519,2.240666284
1645,宮崎県,高鍋町,454.8401826,19922,4380,3.690407812
1646,宮崎県,新富町,269.4209499,16564,6148,3.327398047
1647,宮崎県,西米良村,3.683105595,1000,27151,1.039058013
1648,宮崎県,木城町,33.53658537,4895,14596,1.714531878
1649,宮崎県,川南町,168.5787196,15194,9013,2.906950029
1650,宮崎県,都農町,97.01302517,9906,10211,2.497989661
1651,宮崎県,門川町,144.3438538,17379,12040,2.787478461
1652,宮崎県,諸塚村,7.922798038,1486,18756,1.160827111
1653,宮崎県,椎葉村,4.658564276,2503,53729,1.073520965
1654,宮崎県,美郷町,10.75216113,4826,44884,1.236645606
1655,宮崎県,高千穂町,49.01069294,11642,23754,1.953475014
1656,宮崎県,日之影町,13.09107934,3635,27767,1.317059161
1657,宮崎県,五ヶ瀬町,20.21778373,3472,17173,1.487076393
1658,鹿児島県,鹿児島市,1083.121199,593128,54761,4.214244687
1659,鹿児島県,鹿屋市,225.5851835,101096,44815,3.168868466
1660,鹿児島県,枕崎市,267.8924846,20033,7478,3.315910396
1661,鹿児島県,阿久根市,143.5061066,19270,13428,2.77828834
1662,鹿児島県,出水市,157.5671253,51994,32998,2.847214245
1663,鹿児島県,指宿市,262.1354657,39011,14882,3.297530155
1664,鹿児島県,西之表市,71.54740478,14708,20557,2.224583573
1665,鹿児島県,垂水市,85.24984577,13819,16210,2.369327972
1666,鹿児島県,薩摩川内市,135.3057459,92403,68292,2.741527858
1667,鹿児島県,日置市,186.3681277,47153,25301,2.978173464
1668,鹿児島県,曽於市,85.37960732,33310,39014,2.371625503
1669,鹿児島県,霧島市,204.1464264,123135,60317,3.07696726
1670,鹿児島県,いちき串木野市,244.7907391,27490,11230,3.22400919
1671,鹿児島県,南さつま市,115.9667125,32887,28359,2.642734061
1672,鹿児島県,志布志市,101.0613004,29329,29021,2.527857553
1673,鹿児島県,奄美市,134.2392891,41390,30833,2.736932797
1674,鹿児島県,南九州市,92.42547009,33080,35791,2.447443998
1675,鹿児島県,伊佐市,62.29111473,24453,39256,2.130384836
1676,鹿児島県,姶良市,330.1535135,76348,23125,3.462952326
1677,鹿児島県,三島村,12.90219815,405,3139,1.30097645
1678,鹿児島県,十島村,7.315867523,740,10115,1.14933946
1679,鹿児島県,さつま町,66.61072721,20243,30390,2.174037909
1680,鹿児島県,長島町,83.52698167,9705,11619,2.360137852
1681,鹿児島県,湧水町,63.1991129,9119,14429,2.141872487
1682,鹿児島県,大崎町,123.0624006,12385,10064,2.674899483
1683,鹿児島県,東串良町,223.9497307,6237,2785,3.166570936
1684,鹿児島県,錦江町,42.55162694,6944,16319,1.847788627
1685,鹿児島県,南大隅町,30.34318086,6481,21359,1.659391155
1686,鹿児島県,肝付町,46.18556032,14227,30804,1.909821941
1687,鹿児島県,中種子町,55.05330802,7539,13694,2.054566341
1688,鹿児島県,南種子町,49.52701474,5445,10994,1.964962665
1689,鹿児島県,屋久島町,21.9413811,11858,54044,1.519241815
1690,鹿児島県,大和村,15.45433945,1364,8826,1.374497415
1691,鹿児島県,宇検村,15.72717571,1621,10307,1.379092476
1692,鹿児島県,瀬戸内町,35.66033799,8546,23965,1.748994831
1693,鹿児島県,龍郷町,71.09508678,5817,8182,2.222286043
1694,鹿児島県,喜界町,116.6666667,6629,5682,2.647329121
1695,鹿児島県,徳之島町,96.7117804,10147,10492,2.491097071
1696,鹿児島県,天城町,68.61940299,5517,8040,2.206203331
1697,鹿児島県,伊仙町,97.89507256,6139,6271,2.509477312
1698,鹿児島県,和泊町,154.6422382,6246,4039,2.833429064
1699,鹿児島県,知名町,107.879925,5750,5330,2.578403217
1700,鹿児島県,与論町,248.5422741,5115,2058,3.242389431
1701,沖縄県,那覇市,7660.998553,317625,4146,4.866743251
1702,沖縄県,宜野湾市,5056.818182,100125,1980,4.777139575
1703,沖縄県,石垣市,207.8856644,47637,22915,3.099942562
1704,沖縄県,浦添市,5951.131687,115690,1944,4.813900057
1705,沖縄県,名護市,301.4895636,63554,21080,3.398621482
1706,沖縄県,糸満市,1309.16309,61007,4660,4.313038484
1707,沖縄県,沖縄市,2871.118262,142752,4972,4.614014934
1708,沖縄県,豊見城市,3342.576306,64612,1933,4.673750718
1709,沖縄県,うるま市,1439.933349,125303,8702,4.365881677
1710,沖縄県,宮古島市,259.5929377,52931,20390,3.286042504
1711,沖縄県,南城市,881.918302,44043,4994,4.083285468
1712,沖縄県,国頭村,23.18193482,4517,19485,1.544514647
1713,沖縄県,大宜味村,48.59343077,3092,6363,1.939689833
1714,沖縄県,東村,19.54740061,1598,8175,1.473291212
1715,沖縄県,今帰仁村,222.684026,8894,3994,3.157380816
1716,沖縄県,本部町,230.4579731,12530,5437,3.187248708
1717,沖縄県,恩納村,213.9988187,10869,5079,3.120620333
1718,沖縄県,宜野座村,186.2983073,5833,3131,2.975875933
1719,沖縄県,金武町,284.8932244,10806,3793,3.357265939
1720,沖縄県,伊江村,181.4096916,4118,2270,2.952900632
1721,沖縄県,読谷村,1167.970522,41206,3528,4.26249282
1722,沖縄県,嘉手納町,894.2460317,13521,1512,4.092475589
1723,沖縄県,北谷町,2027.390367,28201,1391,4.499138426
1724,沖縄県,北中城村,1557.105719,17969,1154,4.393452039
1725,沖縄県,中城村,1426.722473,22157,1553,4.361286617
1726,沖縄県,西原町,2200.251572,34984,1590,4.526708788
1727,沖縄県,与那原町,3802.123552,19695,518,4.717403791
1728,沖縄県,南風原町,3758.364312,40440,1076,4.70821367
1729,沖縄県,渡嘉敷村,37.3374935,718,1923,1.776565192
1730,沖縄県,座間味村,53.28554361,892,1674,2.022400919
1731,沖縄県,粟国村,89.28104575,683,765,2.406088455
1732,沖縄県,渡名喜村,89.40568475,346,387,2.408385985
1733,沖縄県,南大東村,42.10353866,1285,3052,1.845491097
1734,沖縄県,北大東村,45.14154552,590,1307,1.89373923
1735,沖縄県,伊平屋村,51.55677656,1126,2184,1.990235497
1736,沖縄県,伊是名村,85.67725211,1322,1543,2.376220563
1737,沖縄県,久米島町,112.9929301,7192,6365,2.622056289
1738,沖縄県,八重瀬町,1147.663205,30941,2696,4.246410109
1739,沖縄県,多良間村,48.09090909,1058,2200,1.930499713
1740,沖縄県,竹富町,11.78863004,3942,33439,1.268811028
1741,沖縄県,与那国町,57.99307958,1676,2890,2.089029294
