prefecture,city_name,percent
hokkaido,札幌市中央区,1.04
hokkaido,釧路郡,0.70
hokkaido,札幌市北区,0.55
hokkaido,上川郡下川町,0.54
hokkaido,千歳市,0.53
hokkaido,札幌市豊平区,0.47
hokkaido,苫小牧市,0.46
hokkaido,勇払郡,0.46
hokkaido,札幌市東区,0.44
hokkaido,恵庭市,0.43
hokkaido,虻田郡留寿都村,0.42
hokkaido,札幌市白石区,0.41
hokkaido,旭川市,0.40
hokkaido,函館市,0.39
hokkaido,上川郡愛別町,0.38
hokkaido,札幌市西区,0.37
hokkaido,江別市,0.37
hokkaido,石狩市,0.37
hokkaido,札幌市厚別区,0.36
hokkaido,雨竜郡,0.36
hokkaido,三笠市,0.35
hokkaido,余市郡赤井川村,0.34
hokkaido,空知郡南富良野町,0.34
hokkaido,雨竜郡沼田町,0.34
hokkaido,帯広市,0.33
hokkaido,石狩郡当別町,0.33
hokkaido,天塩郡,0.33
hokkaido,雨竜郡雨竜町,0.33
hokkaido,滝川市,0.32
hokkaido,美唄市,0.32
hokkaido,寿都郡黒松内町,0.32
hokkaido,余市郡仁木町,0.31
hokkaido,夕張郡栗山町,0.31
hokkaido,札幌市手稲区,0.30
hokkaido,札幌市清田区,0.30
hokkaido,虻田郡倶知安町,0.30
hokkaido,釧路市,0.29
hokkaido,小樽市,0.29
hokkaido,稚内市,0.29
hokkaido,上磯郡木古内町,0.29
hokkaido,札幌市南区,0.28
hokkaido,網走市,0.28
hokkaido,余市郡余市町,0.28
hokkaido,北斗市,0.28
hokkaido,深川市,0.27
hokkaido,北見市,0.26
hokkaido,室蘭市,0.26
hokkaido,根室市,0.26
hokkaido,川上郡弟子屈町,0.26
hokkaido,日高郡,0.26
hokkaido,砂川市,0.26
hokkaido,岩内郡岩内町,0.26
hokkaido,増毛郡,0.26
hokkaido,勇払郡むかわ町,0.26
hokkaido,北広島市,0.25
hokkaido,岩見沢市,0.25
hokkaido,河東郡音更町,0.25
hokkaido,斜里郡斜里町,0.25
hokkaido,空知郡上砂川町,0.25
hokkaido,檜山郡厚沢部町,0.25
hokkaido,天塩郡,0.25
hokkaido,苫前郡苫前町,0.24
hokkaido,登別市,0.23
hokkaido,紋別市,0.23
hokkaido,留萌市,0.23
hokkaido,雨竜郡北竜町,0.23
hokkaido,檜山郡江差町,0.23
hokkaido,樺戸郡浦臼町,0.23
hokkaido,標津郡中標津町,0.22
hokkaido,磯谷郡,0.22
hokkaido,白老郡,0.22
hokkaido,島牧郡,0.22
hokkaido,古平郡,0.22
hokkaido,上川郡美瑛町,0.21
hokkaido,中川郡幕別町,0.21
hokkaido,中川郡本別町,0.21
hokkaido,赤平市,0.21
hokkaido,二海郡,0.21
hokkaido,芦別市,0.21
hokkaido,寿都郡寿都町,0.21
hokkaido,網走郡,0.21
hokkaido,上川郡比布町,0.20
hokkaido,虻田郡ニセコ町,0.20
hokkaido,石狩郡新篠津村,0.20
hokkaido,伊達市,0.20
hokkaido,夕張郡長沼町,0.20
hokkaido,夕張市,0.20
hokkaido,沙流郡日高町,0.20
hokkaido,広尾郡広尾町,0.20
hokkaido,紋別郡遠軽町,0.20
hokkaido,名寄市,0.19
hokkaido,沙流郡平取町,0.19
hokkaido,目梨郡,0.19
hokkaido,岩内郡共和町,0.19
hokkaido,樺戸郡新十津川町,0.19
hokkaido,苫前郡初山別村,0.19
hokkaido,亀田郡,0.18
hokkaido,茅部郡森町,0.18
hokkaido,常呂郡置戸町,0.18
hokkaido,士別市,0.18
hokkaido,山越郡,0.18
hokkaido,勇払郡,0.18
hokkaido,十勝郡,0.18
hokkaido,浦河郡,0.18
hokkaido,上川郡鷹栖町,0.17
hokkaido,上川郡上川町,0.17
hokkaido,網走郡美幌町,0.17
hokkaido,雨竜郡秩父別町,0.17
hokkaido,足寄郡足寄町,0.17
hokkaido,富良野市,0.16
hokkaido,上川郡東川町,0.16
hokkaido,河西郡更別村,0.16
hokkaido,積丹郡,0.16
hokkaido,天塩郡遠別町,0.16
hokkaido,川上郡標茶町,0.15
hokkaido,河西郡中札内村,0.15
hokkaido,厚岸郡浜中町,0.15
hokkaido,虻田郡,0.15
hokkaido,空知郡上富良野町,0.15
hokkaido,上川郡当麻町,0.14
hokkaido,虻田郡喜茂別町,0.14
hokkaido,中川郡美深町,0.14
hokkaido,松前郡松前町,0.14
hokkaido,空知郡南幌町,0.14
hokkaido,空知郡奈井江町,0.14
hokkaido,上磯郡知内町,0.14
hokkaido,苫前郡羽幌町,0.14
hokkaido,天塩郡天塩町,0.14
hokkaido,勇払郡安平町,0.14
hokkaido,上川郡和寒町,0.13
hokkaido,中川郡中川町,0.13
hokkaido,斜里郡清里町,0.13
hokkaido,新冠郡,0.13
hokkaido,留萌郡,0.13
hokkaido,足寄郡陸別町,0.13
hokkaido,上川郡東神楽町,0.12
hokkaido,夕張郡由仁町,0.12
hokkaido,河西郡芽室町,0.12
hokkaido,白糠郡,0.12
hokkaido,上川郡新得町,0.12
hokkaido,野付郡,0.12
hokkaido,阿寒郡,0.12
hokkaido,利尻郡利尻富士町,0.12
hokkaido,紋別郡雄武町,0.12
hokkaido,枝幸郡枝幸町,0.12
hokkaido,様似郡,0.12
hokkaido,中川郡池田町,0.11
hokkaido,茅部郡鹿部町,0.11
hokkaido,上川郡清水町,0.11
hokkaido,紋別郡興部町,0.11
hokkaido,虻田郡真狩村,0.10
hokkaido,常呂郡佐呂間町,0.10
hokkaido,厚岸郡厚岸町,0.10
hokkaido,紋別郡湧別町,0.10
hokkaido,河東郡士幌町,0.09
hokkaido,久遠郡,0.09
hokkaido,河東郡鹿追町,0.08
hokkaido,空知郡中富良野町,0.08
hokkaido,松前郡福島町,0.08
hokkaido,礼文郡,0.08
hokkaido,樺戸郡月形町,0.08
hokkaido,紋別郡滝上町,0.08
hokkaido,奥尻郡,0.08
hokkaido,宗谷郡,0.08
hokkaido,上川郡剣淵町,0.07
hokkaido,網走郡津別町,0.07
hokkaido,雨竜郡妹背牛町,0.07
hokkaido,広尾郡大樹町,0.07
hokkaido,檜山郡上ノ国町,0.07
hokkaido,有珠郡,0.07
hokkaido,標津郡標津町,0.06
hokkaido,河東郡上士幌町,0.06
hokkaido,斜里郡小清水町,0.06
hokkaido,常呂郡訓子府町,0.06
hokkaido,瀬棚郡,0.06
hokkaido,古宇郡泊村,0.06
hokkaido,枝幸郡浜頓別町,0.06
hokkaido,枝幸郡中頓別町,0.06
hokkaido,利尻郡利尻町,0.05
hokkaido,虻田郡京極町,0.03
hokkaido,中川郡豊頃町,0.03
hokkaido,歌志内市,0.03
hokkaido,爾志郡,0.03
hokkaido,幌泉郡,0.02
aomori,五所川原市,0.36
aomori,上北郡野辺地町,0.35
aomori,東津軽郡蓬田村,0.35
aomori,弘前市,0.33
aomori,青森市,0.32
aomori,下北郡大間町,0.32
aomori,三沢市,0.31
aomori,下北郡風間浦村,0.31
aomori,東津軽郡今別町,0.30
aomori,八戸市,0.28
aomori,東津軽郡平内町,0.28
aomori,黒石市,0.27
aomori,三戸郡階上町,0.27
aomori,十和田市,0.26
aomori,三戸郡三戸町,0.26
aomori,上北郡六ヶ所村,0.25
aomori,上北郡おいらせ町,0.23
aomori,西津軽郡深浦町,0.23
aomori,下北郡佐井村,0.22
aomori,上北郡七戸町,0.21
aomori,むつ市,0.21
aomori,三戸郡五戸町,0.21
aomori,つがる市,0.21
aomori,東津軽郡外ヶ浜町,0.20
aomori,上北郡東北町,0.19
aomori,平川市,0.18
aomori,北津軽郡板柳町,0.18
aomori,西津軽郡鰺ヶ沢町,0.18
aomori,南津軽郡藤崎町,0.16
aomori,南津軽郡大鰐町,0.16
aomori,北津軽郡鶴田町,0.15
aomori,上北郡六戸町,0.14
aomori,三戸郡南部町,0.14
aomori,北津軽郡中泊町,0.13
aomori,下北郡東通村,0.10
aomori,上北郡横浜町,0.09
aomori,三戸郡新郷村,0.09
aomori,南津軽郡田舎館村,0.07
aomori,三戸郡田子町,0.04
iwate,北上市,0.30
iwate,盛岡市,0.29
iwate,花巻市,0.26
iwate,一関市,0.25
iwate,西磐井郡,0.23
iwate,二戸市,0.20
iwate,九戸郡九戸村,0.20
iwate,釜石市,0.20
iwate,下閉伊郡山田町,0.20
iwate,八幡平市,0.20
iwate,胆沢郡,0.20
iwate,奥州市,0.19
iwate,久慈市,0.18
iwate,岩手郡岩手町,0.17
iwate,二戸郡,0.17
iwate,宮古市,0.16
iwate,紫波郡紫波町,0.16
iwate,紫波郡矢巾町,0.16
iwate,大船渡市,0.16
iwate,岩手郡雫石町,0.15
iwate,遠野市,0.14
iwate,九戸郡洋野町,0.14
iwate,下閉伊郡岩泉町,0.13
iwate,九戸郡軽米町,0.11
iwate,滝沢市,0.10
iwate,陸前高田市,0.10
iwate,下閉伊郡田野畑村,0.10
iwate,九戸郡野田村,0.08
iwate,下閉伊郡普代村,0.08
iwate,和賀郡,0.08
iwate,上閉伊郡,0.07
iwate,岩手郡葛巻町,0.05
miyagi,仙台市青葉区,0.65
miyagi,黒川郡大衡村,0.58
miyagi,白石市,0.53
miyagi,刈田郡蔵王町,0.53
miyagi,仙台市若林区,0.50
miyagi,石巻市,0.50
miyagi,仙台市宮城野区,0.49
miyagi,柴田郡大河原町,0.48
miyagi,宮城郡利府町,0.46
miyagi,遠田郡涌谷町,0.46
miyagi,黒川郡大和町,0.44
miyagi,柴田郡柴田町,0.44
miyagi,名取市,0.43
miyagi,多賀城市,0.41
miyagi,黒川郡大郷町,0.40
miyagi,角田市,0.40
miyagi,仙台市太白区,0.38
miyagi,岩沼市,0.38
miyagi,伊具郡,0.38
miyagi,亘理郡亘理町,0.37
miyagi,亘理郡山元町,0.36
miyagi,東松島市,0.36
miyagi,柴田郡村田町,0.35
miyagi,大崎市,0.34
miyagi,塩竈市,0.34
miyagi,宮城郡松島町,0.34
miyagi,登米市,0.32
miyagi,仙台市泉区,0.31
miyagi,加美郡加美町,0.31
miyagi,牡鹿郡,0.31
miyagi,遠田郡美里町,0.30
miyagi,加美郡色麻町,0.30
miyagi,柴田郡川崎町,0.29
miyagi,栗原市,0.28
miyagi,本吉郡,0.26
miyagi,気仙沼市,0.25
miyagi,富谷市,0.23
miyagi,宮城郡七ヶ浜町,0.18
miyagi,刈田郡七ヶ宿町,0.16
akita,雄勝郡東成瀬村,0.33
akita,能代市,0.28
akita,湯沢市,0.25
akita,横手市,0.23
akita,北秋田市,0.23
akita,秋田市,0.22
akita,大館市,0.19
akita,北秋田郡,0.19
akita,由利本荘市,0.18
akita,男鹿市,0.16
akita,山本郡三種町,0.16
akita,潟上市,0.15
akita,南秋田郡五城目町,0.15
akita,仙北市,0.14
akita,大仙市,0.13
akita,にかほ市,0.13
akita,鹿角郡,0.13
akita,鹿角市,0.11
akita,南秋田郡大潟村,0.10
akita,仙北郡,0.09
akita,山本郡八峰町,0.08
akita,雄勝郡羽後町,0.07
akita,南秋田郡八郎潟町,0.05
akita,南秋田郡井川町,0.04
yamagata,山形市,0.39
yamagata,新庄市,0.37
yamagata,東田川郡三川町,0.36
yamagata,米沢市,0.33
yamagata,天童市,0.32
yamagata,東村山郡中山町,0.28
yamagata,東根市,0.26
yamagata,南陽市,0.26
yamagata,村山市,0.25
yamagata,西置賜郡小国町,0.25
yamagata,酒田市,0.24
yamagata,上山市,0.24
yamagata,西村山郡河北町,0.24
yamagata,最上郡金山町,0.24
yamagata,寒河江市,0.23
yamagata,最上郡鮭川村,0.21
yamagata,東村山郡山辺町,0.20
yamagata,東置賜郡川西町,0.19
yamagata,最上郡真室川町,0.19
yamagata,鶴岡市,0.18
yamagata,東置賜郡高畠町,0.17
yamagata,長井市,0.17
yamagata,西置賜郡白鷹町,0.17
yamagata,東田川郡庄内町,0.16
yamagata,尾花沢市,0.15
yamagata,北村山郡,0.15
yamagata,西置賜郡飯豊町,0.15
yamagata,最上郡舟形町,0.14
yamagata,最上郡大蔵村,0.13
yamagata,飽海郡,0.12
yamagata,最上郡最上町,0.11
yamagata,西村山郡大江町,0.07
yamagata,最上郡戸沢村,0.07
yamagata,西村山郡西川町,0.04
yamagata,西村山郡朝日町,0.02
fukushima,双葉郡大熊町,1.18
fukushima,双葉郡富岡町,1.17
fukushima,双葉郡楢葉町,0.86
fukushima,双葉郡浪江町,0.83
fukushima,相馬郡飯舘村,0.68
fukushima,岩瀬郡鏡石町,0.53
fukushima,西白河郡西郷村,0.49
fukushima,郡山市,0.43
fukushima,南相馬市,0.43
fukushima,いわき市,0.42
fukushima,須賀川市,0.42
fukushima,白河市,0.40
fukushima,大沼郡昭和村,0.40
fukushima,会津若松市,0.39
fukushima,本宮市,0.39
fukushima,西白河郡矢吹町,0.39
fukushima,双葉郡川内村,0.39
fukushima,福島市,0.38
fukushima,相馬市,0.38
fukushima,西白河郡泉崎村,0.37
fukushima,田村市,0.37
fukushima,東白川郡塙町,0.37
fukushima,双葉郡広野町,0.37
fukushima,相馬郡新地町,0.34
fukushima,伊達市,0.33
fukushima,南会津郡下郷町,0.32
fukushima,東白川郡棚倉町,0.30
fukushima,東白川郡鮫川村,0.30
fukushima,南会津郡只見町,0.30
fukushima,岩瀬郡天栄村,0.29
fukushima,河沼郡湯川村,0.29
fukushima,耶麻郡磐梯町,0.27
fukushima,河沼郡会津坂下町,0.27
fukushima,大沼郡会津美里町,0.26
fukushima,伊達郡国見町,0.25
fukushima,田村郡小野町,0.24
fukushima,南会津郡南会津町,0.24
fukushima,安達郡,0.24
fukushima,河沼郡柳津町,0.23
fukushima,石川郡玉川村,0.22
fukushima,伊達郡川俣町,0.22
fukushima,耶麻郡猪苗代町,0.22
fukushima,喜多方市,0.21
fukushima,大沼郡三島町,0.21
fukushima,田村郡三春町,0.20
fukushima,東白川郡矢祭町,0.20
fukushima,石川郡浅川町,0.18
fukushima,二本松市,0.18
fukushima,伊達郡桑折町,0.17
fukushima,耶麻郡北塩原村,0.16
fukushima,大沼郡金山町,0.16
fukushima,石川郡古殿町,0.15
fukushima,石川郡平田村,0.14
fukushima,耶麻郡西会津町,0.10
fukushima,石川郡石川町,0.07
fukushima,西白河郡中島村,0.04
ibaraki,猿島郡境町,0.88
ibaraki,常総市,0.79
ibaraki,坂東市,0.79
ibaraki,稲敷市,0.76
ibaraki,土浦市,0.74
ibaraki,猿島郡五霞町,0.74
ibaraki,筑西市,0.66
ibaraki,結城郡,0.66
ibaraki,結城市,0.65
ibaraki,龍ケ崎市,0.64
ibaraki,神栖市,0.64
ibaraki,つくば市,0.63
ibaraki,東茨城郡茨城町,0.63
ibaraki,鉾田市,0.63
ibaraki,稲敷郡美浦村,0.62
ibaraki,下妻市,0.62
ibaraki,高萩市,0.61
ibaraki,石岡市,0.60
ibaraki,桜川市,0.60
ibaraki,水戸市,0.59
ibaraki,鹿嶋市,0.59
ibaraki,古河市,0.58
ibaraki,小美玉市,0.57
ibaraki,稲敷郡阿見町,0.55
ibaraki,守谷市,0.52
ibaraki,行方市,0.52
ibaraki,潮来市,0.51
ibaraki,稲敷郡河内町,0.49
ibaraki,牛久市,0.48
ibaraki,笠間市,0.47
ibaraki,かすみがうら市,0.46
ibaraki,取手市,0.44
ibaraki,那珂市,0.44
ibaraki,常陸太田市,0.44
ibaraki,つくばみらい市,0.43
ibaraki,北茨城市,0.43
ibaraki,常陸大宮市,0.43
ibaraki,那珂郡,0.40
ibaraki,ひたちなか市,0.39
ibaraki,東茨城郡大洗町,0.38
ibaraki,東茨城郡城里町,0.34
ibaraki,北相馬郡,0.33
ibaraki,日立市,0.28
ibaraki,久慈郡,0.22
tochigi,小山市,0.71
tochigi,栃木市,0.54
tochigi,下都賀郡野木町,0.54
tochigi,真岡市,0.54
tochigi,下都賀郡壬生町,0.52
tochigi,芳賀郡茂木町,0.50
tochigi,那須郡那須町,0.49
tochigi,芳賀郡芳賀町,0.49
tochigi,佐野市,0.48
tochigi,河内郡,0.47
tochigi,宇都宮市,0.46
tochigi,那須郡那珂川町,0.43
tochigi,足利市,0.42
tochigi,那須塩原市,0.40
tochigi,下野市,0.40
tochigi,大田原市,0.39
tochigi,芳賀郡市貝町,0.36
tochigi,鹿沼市,0.33
tochigi,日光市,0.33
tochigi,さくら市,0.30
tochigi,那須烏山市,0.28
tochigi,芳賀郡益子町,0.25
tochigi,塩谷郡高根沢町,0.23
tochigi,矢板市,0.22
tochigi,塩谷郡塩谷町,0.17
gunma,邑楽郡大泉町,0.88
gunma,太田市,0.72
gunma,邑楽郡邑楽町,0.70
gunma,伊勢崎市,0.67
gunma,館林市,0.67
gunma,吾妻郡草津町,0.66
gunma,邑楽郡板倉町,0.66
gunma,邑楽郡明和町,0.62
gunma,邑楽郡千代田町,0.61
gunma,前橋市,0.52
gunma,藤岡市,0.52
gunma,高崎市,0.50
gunma,みどり市,0.50
gunma,桐生市,0.42
gunma,吾妻郡東吾妻町,0.42
gunma,吾妻郡長野原町,0.41
gunma,甘楽郡南牧村,0.37
gunma,利根郡昭和村,0.35
gunma,多野郡上野村,0.35
gunma,北群馬郡榛東村,0.34
gunma,渋川市,0.33
gunma,甘楽郡下仁田町,0.32
gunma,甘楽郡甘楽町,0.30
gunma,北群馬郡吉岡町,0.29
gunma,吾妻郡中之条町,0.28
gunma,安中市,0.28
gunma,吾妻郡嬬恋村,0.27
gunma,富岡市,0.27
gunma,佐波郡,0.27
gunma,沼田市,0.25
gunma,多野郡神流町,0.24
gunma,利根郡片品村,0.20
gunma,吾妻郡高山村,0.17
gunma,利根郡川場村,0.17
gunma,利根郡みなかみ町,0.16
saitama,入間郡越生町,1.06
saitama,さいたま市大宮区,1.03
saitama,八潮市,0.90
saitama,蕨市,0.81
saitama,草加市,0.76
saitama,越谷市,0.72
saitama,羽生市,0.72
saitama,戸田市,0.71
saitama,三郷市,0.70
saitama,富士見市,0.69
saitama,比企郡嵐山町,0.67
saitama,比企郡川島町,0.67
saitama,児玉郡上里町,0.67
saitama,幸手市,0.65
saitama,川口市,0.64
saitama,春日部市,0.64
saitama,比企郡滑川町,0.62
saitama,川越市,0.61
saitama,東松山市,0.61
saitama,さいたま市岩槻区,0.60
saitama,熊谷市,0.57
saitama,本庄市,0.57
saitama,行田市,0.56
saitama,南埼玉郡,0.56
saitama,入間市,0.55
saitama,さいたま市桜区,0.55
saitama,ふじみ野市,0.55
saitama,蓮田市,0.55
saitama,久喜市,0.54
saitama,深谷市,0.54
saitama,新座市,0.53
saitama,入間郡三芳町,0.53
saitama,狭山市,0.52
saitama,さいたま市西区,0.52
saitama,比企郡吉見町,0.52
saitama,加須市,0.52
saitama,北葛飾郡松伏町,0.52
saitama,さいたま市緑区,0.51
saitama,坂戸市,0.51
saitama,さいたま市南区,0.50
saitama,吉川市,0.50
saitama,鶴ヶ島市,0.50
saitama,上尾市,0.49
saitama,さいたま市中央区,0.49
saitama,北本市,0.49
saitama,所沢市,0.48
saitama,入間郡毛呂山町,0.48
saitama,児玉郡神川町,0.48
saitama,さいたま市浦和区,0.47
saitama,和光市,0.47
saitama,飯能市,0.47
saitama,朝霞市,0.46
saitama,さいたま市北区,0.46
saitama,比企郡小川町,0.46
saitama,比企郡ときがわ町,0.46
saitama,桶川市,0.44
saitama,日高市,0.44
saitama,志木市,0.43
saitama,北葛飾郡杉戸町,0.43
saitama,鴻巣市,0.40
saitama,大里郡,0.38
saitama,さいたま市見沼区,0.37
saitama,秩父市,0.37
saitama,北足立郡,0.36
saitama,白岡市,0.32
saitama,秩父郡東秩父村,0.26
saitama,児玉郡美里町,0.25
saitama,秩父郡皆野町,0.25
saitama,秩父郡長瀞町,0.25
saitama,秩父郡横瀬町,0.24
saitama,比企郡鳩山町,0.18
saitama,秩父郡小鹿野町,0.17
chiba,千葉市中央区,0.92
chiba,千葉市稲毛区,0.65
chiba,野田市,0.64
chiba,印旛郡酒々井町,0.62
